League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Passes Long balls Home ,ALL Passes Long balls Away ,ALL Passes Crosses Home ,ALL Passes Crosses Away ,ALL Duels Dribbles Home ,ALL Duels Dribbles Away ,ALL Duels Possession lost Home ,ALL Duels Possession lost Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,ALL Defending Tackles Home ,ALL Defending Tackles Away ,ALL Defending Interceptions Home ,ALL Defending Interceptions Away ,ALL Defending Clearances Home ,ALL Defending Clearances Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Passes Long balls Home ,1ST Passes Long balls Away ,1ST Passes Crosses Home ,1ST Passes Crosses Away ,1ST Duels Dribbles Home ,1ST Duels Dribbles Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,1ST Defending Tackles Home ,1ST Defending Tackles Away ,1ST Defending Interceptions Home ,1ST Defending Interceptions Away ,1ST Defending Clearances Home ,1ST Defending Clearances Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Passes Long balls Home ,2ND Passes Long balls Away ,2ND Passes Crosses Home ,2ND Passes Crosses Away ,2ND Duels Dribbles Home ,2ND Duels Dribbles Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,2ND Defending Tackles Home ,2ND Defending Tackles Away ,2ND Defending Interceptions Home ,2ND Defending Interceptions Away ,2ND Defending Clearances Home ,2ND Defending Clearances Away ,
LaLiga ,17/18 ,7 ,Villarreal ,Eibar ,3 ,0 ,59% ,41% ,12 ,8 ,6 ,0 ,5 ,6 ,1 ,2 ,6 ,3 ,4 ,3 ,15 ,9 ,2 ,1 ,null ,null ,null ,null ,null ,null ,1 ,1 ,null ,null ,10 ,5 ,2 ,3 ,0 ,3 ,543 ,363 ,436 (80%) ,259 (71%) ,null ,null ,null ,null ,null ,null ,163 ,162 ,48 ,60 ,18 ,20 ,null ,null ,null ,null ,null ,null ,67% ,33% ,6 ,3 ,3 ,0 ,3 ,3 ,0 ,0 ,4 ,3 ,1 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,5 ,3 ,1 ,0 ,0 ,2 ,309 ,139 ,248 (80%) ,89 (64%) ,null ,null ,null ,null ,null ,null ,15 ,37 ,8 ,12 ,null ,null ,null ,null ,null ,null ,50% ,50% ,6 ,5 ,3 ,0 ,2 ,3 ,1 ,2 ,2 ,0 ,3 ,2 ,1 ,1 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,5 ,2 ,1 ,3 ,0 ,1 ,234 ,224 ,188 (80%) ,170 (76%) ,null ,null ,null ,null ,null ,null ,33 ,23 ,10 ,8 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,7 ,Real Madrid ,Espanyol ,2 ,0 ,64% ,36% ,23 ,8 ,8 ,3 ,10 ,4 ,5 ,1 ,10 ,3 ,3 ,3 ,8 ,10 ,2 ,2 ,null ,null ,null ,null ,null ,null ,0 ,1 ,4 ,0 ,13 ,6 ,10 ,2 ,3 ,6 ,644 ,362 ,583 (91%) ,289 (80%) ,null ,null ,null ,null ,null ,null ,127 ,130 ,56 ,50 ,8 ,13 ,null ,null ,null ,null ,null ,null ,71% ,29% ,13 ,2 ,6 ,1 ,6 ,1 ,1 ,0 ,6 ,0 ,0 ,2 ,1 ,0 ,null ,null ,null ,null ,null ,null ,0 ,1 ,2 ,0 ,9 ,2 ,4 ,0 ,1 ,5 ,385 ,160 ,358 (93%) ,127 (79%) ,null ,null ,null ,null ,null ,null ,21 ,21 ,2 ,5 ,null ,null ,null ,null ,null ,null ,55% ,45% ,10 ,6 ,2 ,2 ,4 ,3 ,4 ,1 ,4 ,3 ,3 ,1 ,1 ,2 ,null ,null ,null ,null ,null ,null ,0 ,0 ,2 ,0 ,4 ,4 ,6 ,2 ,2 ,1 ,259 ,202 ,225 (87%) ,162 (80%) ,null ,null ,null ,null ,null ,null ,35 ,29 ,6 ,8 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,8 ,Espanyol ,Levante ,0 ,0 ,58% ,42% ,21 ,13 ,6 ,3 ,9 ,8 ,6 ,2 ,9 ,4 ,5 ,0 ,9 ,13 ,2 ,3 ,null ,null ,null ,null ,null ,null ,1 ,0 ,0 ,1 ,12 ,5 ,9 ,8 ,3 ,5 ,439 ,326 ,341 (78%) ,222 (68%) ,null ,null ,null ,null ,null ,null ,162 ,148 ,68 ,50 ,30 ,17 ,null ,null ,null ,null ,null ,null ,58% ,42% ,11 ,6 ,2 ,2 ,6 ,3 ,3 ,1 ,5 ,0 ,4 ,0 ,0 ,2 ,null ,null ,null ,null ,null ,null ,0 ,0 ,0 ,1 ,5 ,4 ,6 ,2 ,2 ,2 ,222 ,166 ,175 (79%) ,112 (67%) ,null ,null ,null ,null ,null ,null ,38 ,23 ,17 ,8 ,null ,null ,null ,null ,null ,null ,57% ,43% ,10 ,7 ,4 ,1 ,3 ,5 ,3 ,1 ,4 ,4 ,1 ,0 ,2 ,1 ,null ,null ,null ,null ,null ,null ,1 ,0 ,0 ,0 ,7 ,1 ,3 ,6 ,1 ,3 ,217 ,160 ,166 (76%) ,110 (69%) ,null ,null ,null ,null ,null ,null ,30 ,27 ,13 ,9 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,8 ,Athletic Bilbao ,Sevilla ,1 ,0 ,41% ,59% ,13 ,15 ,2 ,6 ,5 ,7 ,6 ,2 ,6 ,6 ,1 ,0 ,18 ,9 ,6 ,5 ,null ,null ,null ,null ,null ,null ,1 ,0 ,1 ,0 ,7 ,11 ,6 ,4 ,5 ,2 ,300 ,433 ,204 (68%) ,343 (79%) ,null ,null ,null ,null ,null ,null ,154 ,142 ,69 ,64 ,33 ,16 ,null ,null ,null ,null ,null ,null ,39% ,61% ,5 ,8 ,2 ,4 ,2 ,3 ,1 ,1 ,2 ,5 ,1 ,0 ,3 ,0 ,null ,null ,null ,null ,null ,null ,0 ,0 ,0 ,0 ,4 ,7 ,1 ,1 ,4 ,2 ,167 ,261 ,115 (69%) ,213 (82%) ,null ,null ,null ,null ,null ,null ,30 ,30 ,13 ,8 ,null ,null ,null ,null ,null ,null ,44% ,56% ,8 ,7 ,0 ,2 ,3 ,4 ,5 ,1 ,4 ,1 ,0 ,0 ,3 ,5 ,null ,null ,null ,null ,null ,null ,1 ,0 ,1 ,0 ,3 ,4 ,5 ,3 ,1 ,0 ,133 ,172 ,89 (67%) ,130 (76%) ,null ,null ,null ,null ,null ,null ,39 ,34 ,20 ,8 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,8 ,Getafe ,Real Madrid ,1 ,2 ,31% ,69% ,8 ,16 ,3 ,6 ,5 ,6 ,0 ,4 ,4 ,7 ,3 ,5 ,23 ,8 ,2 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,8 ,3 ,8 ,4 ,2 ,250 ,563 ,169 (68%) ,478 (85%) ,null ,null ,null ,null ,null ,null ,135 ,143 ,42 ,74 ,8 ,15 ,null ,null ,null ,null ,null ,null ,31% ,69% ,2 ,11 ,1 ,4 ,1 ,3 ,0 ,4 ,1 ,6 ,2 ,3 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,5 ,1 ,6 ,3 ,1 ,126 ,278 ,80 (63%) ,239 (86%) ,null ,null ,null ,null ,null ,null ,23 ,44 ,4 ,10 ,null ,null ,null ,null ,null ,null ,31% ,69% ,6 ,5 ,2 ,2 ,4 ,3 ,0 ,0 ,3 ,1 ,1 ,2 ,1 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,4 ,3 ,2 ,2 ,1 ,1 ,124 ,285 ,89 (72%) ,239 (84%) ,null ,null ,null ,null ,null ,null ,19 ,30 ,4 ,5 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,8 ,Deportivo Alavés ,Real Sociedad ,0 ,2 ,26% ,74% ,8 ,14 ,0 ,6 ,6 ,3 ,2 ,5 ,4 ,9 ,null ,null ,11 ,7 ,1 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,3 ,5 ,5 ,9 ,4 ,0 ,222 ,668 ,158 (71%) ,597 (89%) ,null ,null ,null ,null ,null ,null ,119 ,132 ,45 ,50 ,12 ,14 ,null ,null ,null ,null ,null ,null ,25% ,75% ,5 ,5 ,0 ,2 ,3 ,0 ,2 ,3 ,1 ,6 ,null ,null ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,3 ,2 ,2 ,3 ,2 ,0 ,107 ,335 ,77 (72%) ,293 (87%) ,null ,null ,null ,null ,null ,null ,24 ,23 ,7 ,6 ,null ,null ,null ,null ,null ,null ,26% ,74% ,3 ,9 ,0 ,4 ,3 ,3 ,0 ,2 ,3 ,3 ,null ,null ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,0 ,3 ,3 ,6 ,2 ,0 ,115 ,333 ,81 (70%) ,304 (91%) ,null ,null ,null ,null ,null ,null ,21 ,27 ,5 ,8 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,8 ,Atlético Madrid ,Barcelona ,1 ,1 ,31% ,69% ,5 ,15 ,4 ,7 ,1 ,5 ,0 ,3 ,2 ,1 ,2 ,2 ,12 ,10 ,3 ,2 ,null ,null ,null ,null ,null ,null ,0 ,2 ,null ,null ,4 ,9 ,1 ,6 ,6 ,3 ,332 ,721 ,248 (75%) ,639 (89%) ,null ,null ,null ,null ,null ,null ,123 ,145 ,43 ,58 ,3 ,15 ,null ,null ,null ,null ,null ,null ,29% ,71% ,3 ,5 ,3 ,1 ,0 ,1 ,0 ,3 ,1 ,1 ,1 ,2 ,1 ,2 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,2 ,4 ,1 ,1 ,1 ,2 ,166 ,402 ,130 (78%) ,365 (91%) ,null ,null ,null ,null ,null ,null ,23 ,22 ,0 ,5 ,null ,null ,null ,null ,null ,null ,33% ,67% ,2 ,10 ,1 ,6 ,1 ,4 ,0 ,0 ,1 ,0 ,1 ,0 ,2 ,0 ,null ,null ,null ,null ,null ,null ,0 ,2 ,null ,null ,2 ,5 ,0 ,5 ,5 ,1 ,166 ,319 ,118 (71%) ,274 (86%) ,null ,null ,null ,null ,null ,null ,20 ,36 ,3 ,10 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,8 ,Eibar ,Deportivo La Coruña ,0 ,0 ,55% ,45% ,12 ,8 ,3 ,2 ,5 ,6 ,4 ,0 ,10 ,1 ,5 ,1 ,9 ,11 ,2 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,7 ,3 ,5 ,5 ,2 ,4 ,430 ,359 ,333 (77%) ,258 (72%) ,null ,null ,null ,null ,null ,null ,166 ,150 ,49 ,47 ,16 ,11 ,null ,null ,null ,null ,null ,null ,56% ,44% ,5 ,4 ,1 ,2 ,3 ,2 ,1 ,0 ,3 ,1 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,4 ,2 ,1 ,2 ,2 ,1 ,248 ,196 ,200 (81%) ,151 (77%) ,null ,null ,null ,null ,null ,null ,24 ,28 ,10 ,6 ,null ,null ,null ,null ,null ,null ,54% ,46% ,7 ,4 ,2 ,0 ,2 ,4 ,3 ,0 ,7 ,0 ,4 ,1 ,1 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,1 ,4 ,3 ,0 ,3 ,182 ,163 ,133 (73%) ,107 (66%) ,null ,null ,null ,null ,null ,null ,25 ,19 ,6 ,5 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,8 ,Girona ,Villarreal ,1 ,2 ,52% ,48% ,26 ,10 ,5 ,3 ,13 ,4 ,8 ,3 ,8 ,1 ,3 ,2 ,12 ,20 ,4 ,4 ,null ,null ,null ,null ,null ,null ,2 ,1 ,0 ,1 ,19 ,4 ,7 ,6 ,1 ,4 ,390 ,397 ,316 (81%) ,317 (80%) ,null ,null ,null ,null ,null ,null ,149 ,118 ,63 ,52 ,19 ,13 ,null ,null ,null ,null ,null ,null ,42% ,58% ,6 ,5 ,3 ,2 ,3 ,2 ,0 ,1 ,1 ,0 ,2 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,1 ,0 ,0 ,0 ,4 ,2 ,2 ,3 ,0 ,2 ,167 ,242 ,130 (78%) ,200 (83%) ,null ,null ,null ,null ,null ,null ,28 ,27 ,9 ,5 ,null ,null ,null ,null ,null ,null ,61% ,39% ,20 ,5 ,2 ,1 ,10 ,2 ,8 ,2 ,7 ,1 ,1 ,2 ,3 ,4 ,null ,null ,null ,null ,null ,null ,1 ,1 ,0 ,1 ,15 ,2 ,5 ,3 ,1 ,2 ,223 ,155 ,186 (83%) ,117 (75%) ,null ,null ,null ,null ,null ,null ,35 ,25 ,10 ,8 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,8 ,Málaga ,Leganés ,0 ,2 ,54% ,46% ,13 ,19 ,5 ,9 ,5 ,8 ,3 ,2 ,4 ,2 ,0 ,2 ,21 ,21 ,4 ,3 ,1 ,0 ,null ,null ,null ,null ,1 ,0 ,0 ,2 ,5 ,9 ,8 ,10 ,7 ,5 ,395 ,335 ,298 (75%) ,227 (68%) ,null ,null ,null ,null ,null ,null ,171 ,160 ,66 ,80 ,15 ,21 ,null ,null ,null ,null ,null ,null ,57% ,43% ,7 ,6 ,4 ,3 ,3 ,3 ,0 ,0 ,1 ,1 ,0 ,1 ,2 ,1 ,0 ,0 ,null ,null ,null ,null ,1 ,0 ,0 ,0 ,4 ,3 ,3 ,3 ,3 ,4 ,205 ,154 ,158 (77%) ,102 (66%) ,null ,null ,null ,null ,null ,null ,29 ,34 ,5 ,9 ,null ,null ,null ,null ,null ,null ,52% ,48% ,6 ,13 ,1 ,6 ,2 ,5 ,3 ,2 ,3 ,1 ,0 ,1 ,2 ,2 ,1 ,0 ,null ,null ,null ,null ,0 ,0 ,0 ,2 ,1 ,6 ,5 ,7 ,4 ,1 ,190 ,181 ,140 (74%) ,125 (69%) ,null ,null ,null ,null ,null ,null ,37 ,46 ,10 ,12 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,8 ,Real Betis ,Valencia ,3 ,6 ,58% ,42% ,13 ,13 ,6 ,9 ,6 ,3 ,1 ,1 ,7 ,5 ,5 ,2 ,11 ,11 ,1 ,4 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,4 ,10 ,8 ,3 ,5 ,3 ,3 ,545 ,379 ,475 (87%) ,311 (82%) ,null ,null ,null ,null ,null ,null ,124 ,111 ,37 ,55 ,13 ,11 ,null ,null ,null ,null ,null ,null ,54% ,46% ,3 ,7 ,2 ,5 ,1 ,2 ,0 ,0 ,3 ,3 ,4 ,2 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,2 ,4 ,1 ,3 ,3 ,2 ,267 ,218 ,234 (88%) ,187 (86%) ,null ,null ,null ,null ,null ,null ,14 ,27 ,6 ,6 ,null ,null ,null ,null ,null ,null ,63% ,37% ,10 ,6 ,4 ,4 ,5 ,1 ,1 ,1 ,4 ,2 ,1 ,0 ,0 ,4 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,4 ,8 ,4 ,2 ,2 ,0 ,1 ,278 ,161 ,241 (87%) ,124 (77%) ,null ,null ,null ,null ,null ,null ,23 ,28 ,7 ,5 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,8 ,Las Palmas ,Celta Vigo ,2 ,5 ,59% ,41% ,24 ,14 ,11 ,7 ,10 ,4 ,3 ,3 ,14 ,3 ,2 ,0 ,13 ,12 ,2 ,1 ,0 ,1 ,null ,null ,null ,null ,2 ,0 ,0 ,2 ,16 ,10 ,8 ,4 ,2 ,9 ,497 ,356 ,430 (87%) ,282 (79%) ,null ,null ,null ,null ,null ,null ,110 ,102 ,40 ,39 ,12 ,10 ,null ,null ,null ,null ,null ,null ,57% ,43% ,11 ,6 ,5 ,2 ,5 ,2 ,1 ,2 ,7 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,1 ,0 ,0 ,0 ,8 ,3 ,3 ,3 ,0 ,5 ,278 ,215 ,241 (87%) ,180 (84%) ,null ,null ,null ,null ,null ,null ,22 ,21 ,6 ,7 ,null ,null ,null ,null ,null ,null ,61% ,39% ,13 ,8 ,6 ,5 ,5 ,2 ,2 ,1 ,7 ,2 ,1 ,0 ,2 ,0 ,0 ,1 ,null ,null ,null ,null ,1 ,0 ,0 ,2 ,8 ,7 ,5 ,1 ,2 ,4 ,219 ,141 ,189 (86%) ,102 (72%) ,null ,null ,null ,null ,null ,null ,18 ,18 ,6 ,3 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,9 ,Levante ,Getafe ,1 ,1 ,51% ,49% ,5 ,9 ,1 ,5 ,2 ,2 ,2 ,2 ,3 ,2 ,1 ,5 ,18 ,16 ,1 ,3 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,3 ,6 ,2 ,3 ,4 ,0 ,386 ,368 ,280 (73%) ,253 (69%) ,null ,null ,null ,null ,null ,null ,173 ,169 ,67 ,69 ,28 ,16 ,null ,null ,null ,null ,null ,null ,41% ,59% ,0 ,4 ,0 ,2 ,0 ,1 ,0 ,1 ,0 ,1 ,1 ,3 ,1 ,2 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,0 ,3 ,0 ,1 ,2 ,0 ,157 ,217 ,101 (64%) ,157 (72%) ,null ,null ,null ,null ,null ,null ,32 ,38 ,15 ,9 ,null ,null ,null ,null ,null ,null ,60% ,40% ,5 ,5 ,1 ,3 ,2 ,1 ,2 ,1 ,3 ,1 ,0 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,3 ,3 ,2 ,2 ,2 ,0 ,229 ,151 ,179 (78%) ,96 (64%) ,null ,null ,null ,null ,null ,null ,35 ,31 ,13 ,7 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,9 ,Real Betis ,Deportivo Alavés ,2 ,0 ,68% ,32% ,12 ,7 ,5 ,3 ,6 ,4 ,1 ,0 ,6 ,5 ,1 ,7 ,18 ,9 ,2 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,8 ,3 ,5 ,4 ,3 ,4 ,569 ,248 ,513 (90%) ,184 (74%) ,null ,null ,null ,null ,null ,null ,107 ,116 ,40 ,56 ,4 ,10 ,null ,null ,null ,null ,null ,null ,67% ,33% ,6 ,1 ,2 ,0 ,3 ,1 ,1 ,0 ,1 ,4 ,1 ,1 ,1 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,3 ,0 ,3 ,1 ,0 ,1 ,297 ,135 ,274 (92%) ,99 (73%) ,null ,null ,null ,null ,null ,null ,20 ,32 ,1 ,6 ,null ,null ,null ,null ,null ,null ,70% ,30% ,6 ,6 ,3 ,3 ,3 ,3 ,0 ,0 ,5 ,1 ,0 ,6 ,1 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,5 ,3 ,2 ,3 ,3 ,3 ,272 ,113 ,239 (88%) ,85 (75%) ,null ,null ,null ,null ,null ,null ,20 ,24 ,3 ,4 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,9 ,Valencia ,Sevilla ,4 ,0 ,52% ,48% ,18 ,17 ,8 ,5 ,5 ,6 ,5 ,6 ,7 ,10 ,0 ,5 ,15 ,21 ,2 ,4 ,null ,null ,3 ,0 ,1 ,0 ,null ,null ,2 ,0 ,10 ,9 ,8 ,8 ,5 ,4 ,416 ,376 ,341 (82%) ,294 (78%) ,null ,null ,null ,null ,null ,null ,123 ,126 ,56 ,60 ,17 ,16 ,null ,null ,null ,null ,null ,null ,54% ,46% ,9 ,6 ,2 ,2 ,4 ,1 ,3 ,3 ,6 ,3 ,0 ,3 ,0 ,4 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,0 ,0 ,6 ,2 ,3 ,4 ,2 ,1 ,203 ,174 ,167 (82%) ,128 (74%) ,null ,null ,null ,null ,null ,null ,31 ,29 ,12 ,7 ,null ,null ,null ,null ,null ,null ,50% ,50% ,9 ,11 ,6 ,3 ,1 ,5 ,2 ,3 ,1 ,7 ,0 ,2 ,2 ,0 ,null ,null ,3 ,0 ,1 ,0 ,null ,null ,2 ,0 ,4 ,7 ,5 ,4 ,3 ,3 ,213 ,202 ,174 (82%) ,166 (82%) ,null ,null ,null ,null ,null ,null ,25 ,31 ,5 ,9 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,9 ,Barcelona ,Málaga ,2 ,0 ,65% ,35% ,12 ,13 ,4 ,5 ,5 ,5 ,3 ,3 ,4 ,3 ,2 ,4 ,10 ,11 ,1 ,3 ,null ,null ,2 ,0 ,1 ,0 ,null ,null ,null ,null ,9 ,8 ,3 ,5 ,5 ,2 ,711 ,363 ,639 (90%) ,292 (80%) ,null ,null ,null ,null ,null ,null ,121 ,120 ,52 ,37 ,9 ,8 ,null ,null ,null ,null ,null ,null ,67% ,33% ,4 ,4 ,1 ,0 ,1 ,3 ,2 ,1 ,1 ,2 ,0 ,3 ,0 ,2 ,null ,null ,1 ,0 ,0 ,0 ,null ,null ,null ,null ,2 ,3 ,2 ,1 ,0 ,0 ,381 ,178 ,338 (89%) ,138 (78%) ,null ,null ,null ,null ,null ,null ,21 ,15 ,5 ,6 ,null ,null ,null ,null ,null ,null ,63% ,37% ,8 ,9 ,3 ,5 ,4 ,2 ,1 ,2 ,3 ,1 ,2 ,1 ,1 ,1 ,null ,null ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,7 ,5 ,1 ,4 ,5 ,2 ,330 ,185 ,301 (91%) ,154 (83%) ,null ,null ,null ,null ,null ,null ,31 ,22 ,4 ,2 ,null ,null ,null ,null ,null ,null ,
LaLiga ,17/18 ,9 ,Villarreal ,Las Palmas ,4 ,0 ,50% ,50% ,25 ,16 ,9 ,5 ,9 ,8 ,7 ,3 ,9 ,6 ,6 ,1 ,14 ,9 ,1 ,5 ,null ,null ,null ,null ,null ,null ,1 ,0 ,1 ,0 ,16 ,9 ,10 ,7 ,5 ,6 ,488 ,480 ,426 (87%) ,402 (84%) ,null ,null ,null ,null ,null ,null ,108 ,117 ,42 ,52 ,8 ,8 ,null ,null ,null ,null ,null ,null ,50% ,50% ,13 ,7 ,3 ,2 ,5 ,4 ,5 ,1 ,6 ,3 ,3 ,0 ,1 ,2 ,null ,null ,null ,null ,null ,null ,0 ,0 ,0 ,0 ,7 ,4 ,6 ,3 ,2 ,3 ,244 ,245 ,211 (86%) ,211 (86%) ,null ,null ,null ,null ,null ,null ,26 ,31 ,4 ,5 ,null ,null ,null ,null ,null ,null ,50% ,50% ,12 ,9 ,6 ,3 ,4 ,4 ,2 ,2 ,3 ,3 ,3 ,1 ,0 ,3 ,null ,null ,null ,null ,null ,null ,1 ,0 ,1 ,0 ,9 ,5 ,4 ,4 ,3 ,3 ,244 ,235 ,215 (88%) ,191 (81%) ,null ,null ,null ,null ,null ,null ,16 ,21 ,4 ,3 ,null ,null ,null ,null ,null ,null ,
