League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,
LaLiga ,14/15 ,20 ,Getafe ,Celta Vigo ,2 ,1 ,46% ,54% ,null ,null ,6 ,2 ,4 ,1 ,null ,null ,6 ,2 ,0 ,2 ,10 ,16 ,2 ,4 ,0 ,0 ,1 ,4 ,
LaLiga ,14/15 ,21 ,Rayo Vallecano ,Deportivo La Coruña ,1 ,2 ,55% ,45% ,null ,null ,4 ,6 ,3 ,2 ,null ,null ,10 ,7 ,3 ,2 ,13 ,19 ,3 ,4 ,0 ,0 ,3 ,3 ,
LaLiga ,14/15 ,21 ,Real Madrid ,Real Sociedad ,4 ,1 ,65% ,35% ,null ,null ,12 ,2 ,10 ,2 ,null ,null ,10 ,3 ,2 ,2 ,9 ,11 ,3 ,1 ,0 ,0 ,1 ,8 ,
LaLiga ,14/15 ,21 ,Eibar ,Atlético Madrid ,1 ,3 ,52% ,48% ,null ,null ,3 ,4 ,5 ,1 ,null ,null ,6 ,8 ,2 ,2 ,10 ,13 ,3 ,4 ,0 ,0 ,1 ,2 ,
LaLiga ,14/15 ,21 ,Granada ,Elche CF ,1 ,0 ,53% ,47% ,null ,null ,5 ,2 ,6 ,2 ,null ,null ,12 ,4 ,2 ,2 ,15 ,10 ,4 ,5 ,0 ,1 ,2 ,4 ,
LaLiga ,14/15 ,21 ,Celta Vigo ,Córdoba ,1 ,0 ,67% ,33% ,null ,null ,9 ,4 ,6 ,6 ,null ,null ,8 ,2 ,4 ,2 ,10 ,9 ,2 ,3 ,0 ,0 ,4 ,8 ,
LaLiga ,14/15 ,21 ,Levante ,Athletic Bilbao ,0 ,2 ,48% ,52% ,null ,null ,2 ,6 ,4 ,4 ,null ,null ,5 ,4 ,5 ,3 ,17 ,11 ,2 ,5 ,0 ,0 ,3 ,2 ,
LaLiga ,14/15 ,21 ,Almería ,Getafe ,1 ,0 ,51% ,49% ,null ,null ,5 ,7 ,4 ,3 ,null ,null ,6 ,3 ,0 ,2 ,20 ,13 ,4 ,4 ,1 ,1 ,7 ,3 ,
LaLiga ,14/15 ,21 ,Sevilla ,Espanyol ,3 ,2 ,53% ,47% ,null ,null ,8 ,3 ,8 ,3 ,null ,null ,8 ,2 ,null ,null ,19 ,12 ,8 ,3 ,0 ,1 ,1 ,3 ,
LaLiga ,14/15 ,21 ,Barcelona ,Villarreal ,3 ,2 ,68% ,32% ,null ,null ,4 ,3 ,7 ,4 ,null ,null ,8 ,2 ,4 ,2 ,10 ,19 ,1 ,2 ,0 ,0 ,1 ,1 ,
LaLiga ,14/15 ,21 ,Málaga ,Valencia ,1 ,0 ,45% ,55% ,null ,null ,7 ,3 ,5 ,8 ,null ,null ,5 ,3 ,1 ,3 ,19 ,19 ,5 ,4 ,0 ,1 ,3 ,6 ,
LaLiga ,14/15 ,22 ,Deportivo La Coruña ,Eibar ,2 ,0 ,60% ,40% ,null ,null ,4 ,2 ,5 ,0 ,null ,null ,5 ,3 ,1 ,2 ,13 ,21 ,2 ,3 ,0 ,0 ,2 ,2 ,
LaLiga ,14/15 ,22 ,Atlético Madrid ,Real Madrid ,4 ,0 ,44% ,56% ,null ,null ,10 ,0 ,7 ,1 ,null ,null ,2 ,3 ,2 ,0 ,15 ,17 ,5 ,2 ,0 ,0 ,0 ,6 ,
LaLiga ,14/15 ,22 ,Villarreal ,Granada ,2 ,0 ,46% ,54% ,null ,null ,5 ,4 ,1 ,3 ,null ,null ,5 ,8 ,2 ,2 ,12 ,17 ,2 ,1 ,0 ,0 ,4 ,4 ,
LaLiga ,14/15 ,22 ,Levante ,Málaga ,4 ,1 ,47% ,53% ,null ,null ,6 ,3 ,4 ,1 ,null ,null ,2 ,5 ,2 ,2 ,21 ,12 ,2 ,1 ,0 ,0 ,2 ,1 ,
LaLiga ,14/15 ,22 ,Real Sociedad ,Celta Vigo ,1 ,1 ,48% ,52% ,null ,null ,4 ,3 ,0 ,3 ,null ,null ,2 ,6 ,1 ,0 ,18 ,24 ,5 ,4 ,0 ,0 ,2 ,3 ,
LaLiga ,14/15 ,22 ,Córdoba ,Almería ,1 ,2 ,57% ,43% ,null ,null ,8 ,2 ,5 ,4 ,null ,null ,6 ,6 ,1 ,1 ,17 ,20 ,2 ,5 ,0 ,0 ,0 ,6 ,
LaLiga ,14/15 ,22 ,Getafe ,Sevilla ,2 ,1 ,49% ,51% ,null ,null ,8 ,3 ,7 ,4 ,null ,null ,9 ,5 ,1 ,4 ,6 ,12 ,1 ,2 ,0 ,0 ,2 ,6 ,
LaLiga ,14/15 ,22 ,Espanyol ,Valencia ,1 ,2 ,46% ,54% ,null ,null ,2 ,5 ,2 ,4 ,null ,null ,7 ,2 ,2 ,3 ,21 ,15 ,5 ,4 ,0 ,0 ,4 ,1 ,
LaLiga ,14/15 ,22 ,Athletic Bilbao ,Barcelona ,2 ,5 ,30% ,70% ,null ,null ,6 ,10 ,3 ,5 ,null ,null ,4 ,4 ,0 ,4 ,15 ,9 ,3 ,1 ,1 ,0 ,6 ,3 ,
LaLiga ,14/15 ,22 ,Elche CF ,Rayo Vallecano ,2 ,0 ,54% ,46% ,null ,null ,4 ,3 ,9 ,5 ,null ,null ,5 ,4 ,7 ,0 ,20 ,21 ,2 ,4 ,0 ,1 ,3 ,2 ,
LaLiga ,14/15 ,23 ,Almería ,Real Sociedad ,2 ,2 ,51% ,49% ,null ,null ,5 ,4 ,1 ,1 ,null ,null ,6 ,6 ,1 ,1 ,22 ,15 ,5 ,4 ,0 ,0 ,2 ,3 ,
LaLiga ,14/15 ,23 ,Sevilla ,Córdoba ,3 ,0 ,60% ,40% ,null ,null ,9 ,3 ,6 ,1 ,null ,null ,8 ,1 ,3 ,0 ,18 ,16 ,0 ,1 ,1 ,1 ,3 ,5 ,
LaLiga ,14/15 ,23 ,Real Madrid ,Deportivo La Coruña ,2 ,0 ,63% ,37% ,null ,null ,10 ,6 ,6 ,3 ,null ,null ,6 ,6 ,5 ,1 ,12 ,16 ,2 ,4 ,0 ,0 ,5 ,6 ,
LaLiga ,14/15 ,23 ,Granada ,Athletic Bilbao ,0 ,0 ,47% ,53% ,null ,null ,5 ,2 ,5 ,7 ,null ,null ,4 ,4 ,3 ,0 ,17 ,9 ,4 ,4 ,1 ,0 ,1 ,4 ,
LaLiga ,14/15 ,23 ,Málaga ,Espanyol ,0 ,2 ,64% ,36% ,null ,null ,5 ,2 ,4 ,1 ,null ,null ,10 ,3 ,5 ,2 ,11 ,16 ,3 ,6 ,0 ,1 ,0 ,5 ,
LaLiga ,14/15 ,23 ,Valencia ,Getafe ,1 ,0 ,59% ,41% ,null ,null ,3 ,1 ,9 ,4 ,null ,null ,7 ,2 ,0 ,1 ,15 ,9 ,3 ,4 ,0 ,0 ,2 ,2 ,
LaLiga ,14/15 ,23 ,Barcelona ,Levante ,5 ,0 ,71% ,29% ,null ,null ,12 ,1 ,5 ,1 ,null ,null ,3 ,4 ,3 ,1 ,5 ,11 ,1 ,2 ,0 ,0 ,1 ,7 ,
LaLiga ,14/15 ,23 ,Rayo Vallecano ,Villarreal ,2 ,0 ,56% ,44% ,null ,null ,7 ,3 ,5 ,4 ,null ,null ,5 ,5 ,1 ,2 ,12 ,13 ,2 ,2 ,0 ,0 ,2 ,5 ,
LaLiga ,14/15 ,23 ,Celta Vigo ,Atlético Madrid ,2 ,0 ,70% ,30% ,null ,null ,3 ,6 ,7 ,3 ,null ,null ,9 ,2 ,0 ,2 ,4 ,10 ,0 ,4 ,0 ,0 ,6 ,1 ,
LaLiga ,14/15 ,23 ,Eibar ,Elche CF ,0 ,1 ,55% ,45% ,null ,null ,6 ,2 ,5 ,1 ,null ,null ,5 ,3 ,3 ,1 ,14 ,11 ,3 ,1 ,1 ,0 ,1 ,6 ,
LaLiga ,14/15 ,24 ,Getafe ,Espanyol ,2 ,1 ,53% ,47% ,null ,null ,4 ,6 ,3 ,2 ,null ,null ,2 ,5 ,2 ,2 ,15 ,13 ,3 ,3 ,0 ,0 ,5 ,2 ,
LaLiga ,14/15 ,24 ,Barcelona ,Málaga ,0 ,1 ,77% ,23% ,null ,null ,4 ,3 ,4 ,5 ,null ,null ,11 ,3 ,7 ,0 ,8 ,11 ,4 ,3 ,0 ,0 ,2 ,4 ,
LaLiga ,14/15 ,24 ,Córdoba ,Valencia ,1 ,2 ,45% ,55% ,null ,null ,4 ,7 ,5 ,5 ,null ,null ,6 ,2 ,0 ,1 ,17 ,14 ,1 ,2 ,0 ,0 ,5 ,3 ,
LaLiga ,14/15 ,24 ,Atlético Madrid ,Almería ,3 ,0 ,59% ,41% ,null ,null ,6 ,1 ,2 ,5 ,null ,null ,8 ,4 ,null ,null ,13 ,12 ,2 ,1 ,1 ,0 ,1 ,3 ,
LaLiga ,14/15 ,24 ,Deportivo La Coruña ,Celta Vigo ,0 ,2 ,50% ,50% ,null ,null ,4 ,4 ,7 ,3 ,null ,null ,4 ,3 ,0 ,6 ,15 ,13 ,3 ,4 ,1 ,0 ,2 ,4 ,
LaLiga ,14/15 ,24 ,Real Sociedad ,Sevilla ,4 ,3 ,51% ,49% ,null ,null ,8 ,6 ,3 ,4 ,null ,null ,5 ,10 ,0 ,1 ,14 ,11 ,5 ,3 ,0 ,0 ,2 ,5 ,
LaLiga ,14/15 ,24 ,Athletic Bilbao ,Rayo Vallecano ,1 ,0 ,55% ,45% ,null ,null ,6 ,2 ,6 ,4 ,null ,null ,11 ,3 ,8 ,3 ,15 ,15 ,3 ,2 ,0 ,0 ,2 ,5 ,
LaLiga ,14/15 ,24 ,Villarreal ,Eibar ,1 ,0 ,61% ,39% ,null ,null ,10 ,1 ,8 ,5 ,null ,null ,8 ,3 ,1 ,5 ,5 ,4 ,2 ,0 ,0 ,0 ,1 ,9 ,
LaLiga ,14/15 ,24 ,Elche CF ,Real Madrid ,0 ,2 ,45% ,55% ,null ,null ,1 ,7 ,1 ,6 ,null ,null ,1 ,6 ,2 ,6 ,18 ,6 ,4 ,1 ,0 ,0 ,5 ,1 ,
LaLiga ,14/15 ,24 ,Levante ,Granada ,2 ,1 ,66% ,34% ,null ,null ,4 ,4 ,4 ,1 ,null ,null ,7 ,4 ,4 ,0 ,17 ,14 ,3 ,5 ,1 ,2 ,3 ,2 ,
LaLiga ,14/15 ,25 ,Espanyol ,Córdoba ,1 ,0 ,47% ,53% ,null ,null ,3 ,5 ,5 ,5 ,null ,null ,2 ,6 ,2 ,1 ,22 ,13 ,5 ,4 ,0 ,0 ,4 ,2 ,
LaLiga ,14/15 ,25 ,Granada ,Barcelona ,1 ,3 ,33% ,67% ,null ,null ,4 ,9 ,4 ,6 ,null ,null ,4 ,5 ,4 ,7 ,16 ,8 ,2 ,3 ,0 ,0 ,6 ,3 ,
LaLiga ,14/15 ,25 ,Rayo Vallecano ,Levante ,4 ,2 ,68% ,32% ,null ,null ,7 ,5 ,3 ,4 ,null ,null ,5 ,2 ,3 ,3 ,15 ,18 ,2 ,2 ,0 ,0 ,2 ,3 ,
LaLiga ,14/15 ,25 ,Almería ,Deportivo La Coruña ,0 ,0 ,43% ,57% ,null ,null ,4 ,7 ,4 ,11 ,null ,null ,7 ,11 ,0 ,5 ,12 ,19 ,4 ,3 ,2 ,0 ,7 ,4 ,
LaLiga ,14/15 ,25 ,Málaga ,Getafe ,3 ,2 ,55% ,45% ,null ,null ,6 ,5 ,4 ,2 ,null ,null ,6 ,5 ,1 ,2 ,10 ,17 ,3 ,1 ,0 ,0 ,3 ,3 ,
LaLiga ,14/15 ,25 ,Valencia ,Real Sociedad ,2 ,0 ,49% ,51% ,null ,null ,2 ,1 ,9 ,6 ,null ,null ,9 ,5 ,1 ,0 ,13 ,15 ,3 ,3 ,0 ,0 ,0 ,1 ,
LaLiga ,14/15 ,25 ,Eibar ,Athletic Bilbao ,0 ,1 ,47% ,53% ,null ,null ,3 ,7 ,4 ,4 ,null ,null ,5 ,6 ,2 ,2 ,16 ,14 ,3 ,2 ,0 ,0 ,6 ,3 ,
LaLiga ,14/15 ,25 ,Sevilla ,Atlético Madrid ,0 ,0 ,64% ,36% ,null ,null ,5 ,3 ,5 ,5 ,null ,null ,7 ,1 ,0 ,1 ,14 ,14 ,4 ,7 ,0 ,0 ,3 ,4 ,
LaLiga ,14/15 ,25 ,Real Madrid ,Villarreal ,1 ,1 ,57% ,43% ,null ,null ,7 ,4 ,17 ,3 ,null ,null ,10 ,4 ,1 ,0 ,7 ,19 ,2 ,5 ,0 ,0 ,3 ,6 ,
LaLiga ,14/15 ,25 ,Celta Vigo ,Elche CF ,1 ,1 ,50% ,50% ,null ,null ,7 ,1 ,4 ,5 ,null ,null ,6 ,3 ,4 ,0 ,15 ,12 ,6 ,3 ,0 ,0 ,0 ,6 ,
LaLiga ,14/15 ,26 ,Levante ,Eibar ,2 ,1 ,58% ,42% ,null ,null ,3 ,3 ,2 ,3 ,null ,null ,6 ,7 ,1 ,3 ,12 ,17 ,4 ,7 ,0 ,1 ,2 ,1 ,
LaLiga ,14/15 ,26 ,Deportivo La Coruña ,Sevilla ,3 ,4 ,55% ,45% ,null ,null ,6 ,6 ,5 ,4 ,null ,null ,5 ,1 ,1 ,7 ,10 ,12 ,1 ,4 ,0 ,0 ,3 ,2 ,
LaLiga ,14/15 ,26 ,Athletic Bilbao ,Real Madrid ,1 ,0 ,38% ,62% ,null ,null ,3 ,4 ,2 ,5 ,null ,null ,1 ,8 ,1 ,3 ,15 ,11 ,3 ,4 ,0 ,0 ,3 ,1 ,
LaLiga ,14/15 ,26 ,Elche CF ,Almería ,1 ,0 ,55% ,45% ,null ,null ,5 ,5 ,5 ,1 ,null ,null ,6 ,5 ,3 ,2 ,13 ,16 ,3 ,0 ,0 ,0 ,4 ,4 ,
LaLiga ,14/15 ,26 ,Granada ,Málaga ,1 ,0 ,61% ,39% ,null ,null ,3 ,2 ,6 ,2 ,null ,null ,8 ,1 ,1 ,4 ,9 ,21 ,4 ,5 ,0 ,0 ,2 ,3 ,
LaLiga ,14/15 ,26 ,Barcelona ,Rayo Vallecano ,6 ,1 ,59% ,41% ,null ,null ,13 ,3 ,3 ,3 ,null ,null ,4 ,1 ,4 ,2 ,13 ,11 ,3 ,3 ,1 ,1 ,2 ,7 ,
LaLiga ,14/15 ,26 ,Real Sociedad ,Espanyol ,1 ,0 ,56% ,44% ,null ,null ,5 ,4 ,4 ,3 ,null ,null ,6 ,5 ,2 ,3 ,13 ,15 ,2 ,3 ,0 ,0 ,4 ,4 ,
LaLiga ,14/15 ,26 ,Villarreal ,Celta Vigo ,4 ,1 ,55% ,45% ,null ,null ,7 ,4 ,3 ,7 ,null ,null ,3 ,2 ,0 ,1 ,8 ,13 ,0 ,2 ,0 ,0 ,3 ,3 ,
LaLiga ,14/15 ,26 ,Atlético Madrid ,Valencia ,1 ,1 ,47% ,53% ,null ,null ,4 ,1 ,1 ,2 ,null ,null ,6 ,1 ,6 ,0 ,23 ,22 ,5 ,7 ,0 ,1 ,0 ,2 ,
LaLiga ,14/15 ,26 ,Córdoba ,Getafe ,1 ,2 ,47% ,53% ,null ,null ,3 ,7 ,10 ,2 ,null ,null ,5 ,6 ,1 ,3 ,13 ,10 ,3 ,2 ,0 ,0 ,6 ,2 ,
LaLiga ,14/15 ,27 ,Valencia ,Deportivo La Coruña ,2 ,0 ,47% ,53% ,null ,null ,6 ,2 ,5 ,3 ,null ,null ,5 ,4 ,1 ,5 ,12 ,15 ,1 ,2 ,0 ,0 ,2 ,4 ,
LaLiga ,14/15 ,27 ,Espanyol ,Atlético Madrid ,0 ,0 ,46% ,54% ,null ,null ,1 ,5 ,5 ,5 ,null ,null ,6 ,7 ,0 ,3 ,31 ,19 ,3 ,3 ,0 ,1 ,5 ,1 ,
LaLiga ,14/15 ,27 ,Eibar ,Barcelona ,0 ,2 ,43% ,57% ,null ,null ,4 ,4 ,3 ,2 ,null ,null ,6 ,3 ,0 ,1 ,12 ,2 ,1 ,0 ,0 ,0 ,1 ,3 ,
LaLiga ,14/15 ,27 ,Rayo Vallecano ,Granada ,3 ,1 ,55% ,45% ,null ,null ,9 ,3 ,4 ,5 ,null ,null ,6 ,6 ,1 ,1 ,15 ,9 ,3 ,2 ,0 ,0 ,2 ,6 ,
LaLiga ,14/15 ,27 ,Celta Vigo ,Athletic Bilbao ,1 ,2 ,57% ,43% ,null ,null ,4 ,3 ,6 ,4 ,null ,null ,8 ,5 ,3 ,1 ,13 ,12 ,3 ,4 ,0 ,1 ,1 ,3 ,
LaLiga ,14/15 ,27 ,Almería ,Villarreal ,0 ,0 ,49% ,51% ,null ,null ,2 ,8 ,4 ,3 ,null ,null ,4 ,3 ,3 ,0 ,16 ,16 ,4 ,5 ,1 ,1 ,8 ,2 ,
LaLiga ,14/15 ,27 ,Málaga ,Córdoba ,2 ,0 ,59% ,41% ,null ,null ,8 ,2 ,6 ,1 ,null ,null ,2 ,3 ,3 ,2 ,11 ,15 ,0 ,2 ,0 ,0 ,2 ,5 ,
LaLiga ,14/15 ,27 ,Sevilla ,Elche CF ,3 ,0 ,56% ,44% ,null ,null ,5 ,4 ,5 ,5 ,null ,null ,5 ,8 ,5 ,1 ,13 ,10 ,2 ,3 ,0 ,0 ,4 ,2 ,
LaLiga ,14/15 ,27 ,Real Madrid ,Levante ,2 ,0 ,78% ,22% ,null ,null ,5 ,0 ,10 ,7 ,null ,null ,10 ,4 ,2 ,0 ,10 ,11 ,2 ,0 ,0 ,0 ,0 ,2 ,
LaLiga ,14/15 ,27 ,Getafe ,Real Sociedad ,0 ,1 ,53% ,47% ,null ,null ,3 ,4 ,5 ,4 ,null ,null ,6 ,5 ,3 ,1 ,15 ,11 ,4 ,1 ,0 ,0 ,3 ,3 ,
LaLiga ,14/15 ,28 ,Elche CF ,Valencia ,0 ,4 ,44% ,56% ,null ,null ,1 ,4 ,1 ,2 ,null ,null ,4 ,3 ,1 ,3 ,12 ,11 ,1 ,0 ,0 ,0 ,1 ,1 ,
LaLiga ,14/15 ,28 ,Atlético Madrid ,Getafe ,2 ,0 ,45% ,55% ,null ,null ,6 ,2 ,6 ,1 ,null ,null ,10 ,5 ,1 ,0 ,10 ,14 ,2 ,2 ,0 ,0 ,2 ,3 ,
LaLiga ,14/15 ,28 ,Rayo Vallecano ,Málaga ,1 ,0 ,56% ,44% ,null ,null ,3 ,2 ,4 ,2 ,null ,null ,7 ,4 ,3 ,2 ,23 ,15 ,8 ,1 ,0 ,1 ,2 ,2 ,
LaLiga ,14/15 ,28 ,Levante ,Celta Vigo ,0 ,1 ,37% ,63% ,null ,null ,3 ,5 ,5 ,5 ,null ,null ,5 ,5 ,2 ,3 ,17 ,11 ,4 ,3 ,0 ,0 ,4 ,3 ,
LaLiga ,14/15 ,28 ,Athletic Bilbao ,Almería ,2 ,1 ,63% ,37% ,null ,null ,8 ,1 ,6 ,3 ,null ,null ,9 ,6 ,1 ,2 ,9 ,21 ,2 ,5 ,0 ,1 ,1 ,5 ,
LaLiga ,14/15 ,28 ,Granada ,Eibar ,0 ,0 ,70% ,30% ,null ,null ,5 ,2 ,8 ,2 ,null ,null ,7 ,5 ,0 ,2 ,15 ,17 ,4 ,1 ,0 ,0 ,2 ,5 ,
LaLiga ,14/15 ,28 ,Deportivo La Coruña ,Espanyol ,0 ,0 ,50% ,50% ,null ,null ,3 ,3 ,7 ,2 ,null ,null ,2 ,2 ,3 ,3 ,11 ,18 ,4 ,4 ,0 ,0 ,2 ,3 ,
LaLiga ,14/15 ,28 ,Villarreal ,Sevilla ,0 ,2 ,51% ,49% ,null ,null ,7 ,7 ,11 ,2 ,null ,null ,8 ,2 ,2 ,3 ,11 ,16 ,2 ,1 ,0 ,0 ,5 ,5 ,
LaLiga ,14/15 ,28 ,Real Sociedad ,Córdoba ,3 ,1 ,62% ,38% ,null ,null ,4 ,6 ,8 ,2 ,null ,null ,9 ,5 ,3 ,0 ,8 ,15 ,1 ,6 ,0 ,3 ,4 ,0 ,
LaLiga ,14/15 ,28 ,Barcelona ,Real Madrid ,2 ,1 ,48% ,52% ,null ,null ,4 ,5 ,8 ,5 ,null ,null ,7 ,11 ,2 ,1 ,9 ,14 ,5 ,6 ,0 ,0 ,3 ,3 ,
LaLiga ,14/15 ,29 ,Eibar ,Rayo Vallecano ,1 ,2 ,42% ,58% ,null ,null ,3 ,7 ,5 ,5 ,null ,null ,4 ,4 ,1 ,3 ,15 ,14 ,4 ,3 ,1 ,0 ,5 ,2 ,
LaLiga ,14/15 ,29 ,Sevilla ,Athletic Bilbao ,2 ,0 ,48% ,52% ,null ,null ,4 ,4 ,2 ,2 ,null ,null ,6 ,7 ,7 ,2 ,16 ,8 ,3 ,3 ,0 ,0 ,4 ,2 ,
LaLiga ,14/15 ,29 ,Córdoba ,Atlético Madrid ,0 ,2 ,55% ,45% ,null ,null ,3 ,5 ,6 ,2 ,null ,null ,3 ,5 ,0 ,2 ,13 ,9 ,2 ,1 ,0 ,0 ,3 ,2 ,
LaLiga ,14/15 ,29 ,Almería ,Levante ,1 ,4 ,44% ,56% ,null ,null ,4 ,6 ,3 ,2 ,null ,null ,7 ,8 ,1 ,2 ,18 ,17 ,4 ,2 ,1 ,0 ,2 ,3 ,
LaLiga ,14/15 ,29 ,Málaga ,Real Sociedad ,1 ,1 ,57% ,43% ,null ,null ,5 ,3 ,1 ,3 ,null ,null ,12 ,3 ,7 ,2 ,17 ,12 ,4 ,5 ,0 ,0 ,2 ,4 ,
LaLiga ,14/15 ,29 ,Real Madrid ,Granada ,9 ,1 ,63% ,37% ,null ,null ,12 ,7 ,15 ,3 ,null ,null ,10 ,1 ,3 ,0 ,7 ,9 ,1 ,2 ,0 ,0 ,5 ,4 ,
LaLiga ,14/15 ,29 ,Valencia ,Villarreal ,0 ,0 ,52% ,48% ,null ,null ,3 ,2 ,7 ,1 ,null ,null ,2 ,6 ,2 ,3 ,12 ,16 ,2 ,5 ,0 ,0 ,2 ,3 ,
LaLiga ,14/15 ,29 ,Getafe ,Deportivo La Coruña ,2 ,1 ,55% ,45% ,null ,null ,4 ,4 ,5 ,5 ,null ,null ,5 ,1 ,5 ,2 ,20 ,14 ,1 ,3 ,0 ,0 ,3 ,2 ,
LaLiga ,14/15 ,29 ,Celta Vigo ,Barcelona ,0 ,1 ,34% ,66% ,null ,null ,1 ,3 ,6 ,7 ,null ,null ,4 ,3 ,4 ,3 ,27 ,12 ,2 ,2 ,1 ,0 ,2 ,1 ,
LaLiga ,14/15 ,29 ,Espanyol ,Elche CF ,1 ,1 ,45% ,55% ,null ,null ,3 ,3 ,1 ,3 ,null ,null ,4 ,4 ,4 ,2 ,18 ,15 ,3 ,3 ,0 ,0 ,1 ,1 ,
LaLiga ,14/15 ,30 ,Atlético Madrid ,Real Sociedad ,2 ,0 ,55% ,45% ,null ,null ,3 ,2 ,6 ,4 ,null ,null ,4 ,10 ,3 ,1 ,13 ,18 ,1 ,0 ,0 ,0 ,2 ,1 ,
LaLiga ,14/15 ,30 ,Eibar ,Málaga ,1 ,0 ,44% ,56% ,null ,null ,4 ,4 ,3 ,7 ,null ,null ,4 ,2 ,5 ,1 ,15 ,17 ,3 ,2 ,0 ,0 ,4 ,3 ,
LaLiga ,14/15 ,30 ,Levante ,Sevilla ,1 ,2 ,62% ,38% ,null ,null ,5 ,5 ,7 ,4 ,null ,null ,12 ,3 ,1 ,3 ,17 ,14 ,4 ,5 ,0 ,0 ,2 ,3 ,
LaLiga ,14/15 ,30 ,Barcelona ,Almería ,4 ,0 ,61% ,39% ,null ,null ,12 ,3 ,5 ,2 ,null ,null ,14 ,5 ,3 ,2 ,8 ,14 ,1 ,3 ,0 ,0 ,3 ,8 ,
LaLiga ,14/15 ,30 ,Deportivo La Coruña ,Córdoba ,1 ,1 ,54% ,46% ,null ,null ,4 ,7 ,3 ,7 ,null ,null ,6 ,5 ,0 ,3 ,12 ,16 ,4 ,2 ,1 ,0 ,6 ,4 ,
LaLiga ,14/15 ,30 ,Granada ,Celta Vigo ,1 ,1 ,43% ,57% ,null ,null ,2 ,4 ,3 ,6 ,null ,null ,1 ,5 ,1 ,5 ,14 ,15 ,4 ,5 ,1 ,0 ,3 ,1 ,
LaLiga ,14/15 ,30 ,Rayo Vallecano ,Real Madrid ,0 ,2 ,53% ,47% ,null ,null ,9 ,5 ,5 ,9 ,null ,null ,8 ,1 ,2 ,5 ,14 ,11 ,4 ,5 ,0 ,0 ,3 ,9 ,
LaLiga ,14/15 ,30 ,Athletic Bilbao ,Valencia ,1 ,1 ,55% ,45% ,null ,null ,5 ,4 ,4 ,3 ,null ,null ,8 ,3 ,2 ,5 ,16 ,14 ,5 ,3 ,0 ,1 ,3 ,3 ,
LaLiga ,14/15 ,30 ,Elche CF ,Getafe ,0 ,1 ,57% ,43% ,null ,null ,4 ,4 ,11 ,3 ,null ,null ,10 ,4 ,2 ,3 ,15 ,20 ,2 ,3 ,0 ,0 ,3 ,4 ,
LaLiga ,14/15 ,30 ,Villarreal ,Espanyol ,0 ,3 ,51% ,49% ,null ,null ,2 ,5 ,3 ,2 ,null ,null ,7 ,2 ,1 ,0 ,16 ,14 ,1 ,1 ,0 ,0 ,2 ,2 ,
LaLiga ,14/15 ,31 ,Real Madrid ,Eibar ,3 ,0 ,70% ,30% ,null ,null ,12 ,1 ,6 ,1 ,null ,null ,7 ,4 ,1 ,0 ,9 ,18 ,0 ,3 ,0 ,0 ,1 ,8 ,
LaLiga ,14/15 ,31 ,Málaga ,Atlético Madrid ,2 ,2 ,56% ,44% ,null ,null ,3 ,6 ,4 ,4 ,null ,null ,6 ,1 ,1 ,1 ,14 ,12 ,2 ,3 ,0 ,0 ,4 ,2 ,
LaLiga ,14/15 ,31 ,Sevilla ,Barcelona ,2 ,2 ,36% ,64% ,null ,null ,4 ,6 ,5 ,6 ,null ,null ,2 ,4 ,3 ,3 ,24 ,9 ,5 ,2 ,0 ,0 ,4 ,2 ,
LaLiga ,14/15 ,31 ,Almería ,Granada ,3 ,0 ,56% ,44% ,null ,null ,10 ,4 ,7 ,4 ,null ,null ,5 ,6 ,0 ,4 ,15 ,15 ,4 ,4 ,0 ,0 ,4 ,6 ,
LaLiga ,14/15 ,31 ,Celta Vigo ,Rayo Vallecano ,6 ,1 ,51% ,49% ,null ,null ,11 ,4 ,4 ,6 ,null ,null ,3 ,4 ,5 ,2 ,16 ,3 ,1 ,1 ,0 ,0 ,3 ,4 ,
LaLiga ,14/15 ,31 ,Getafe ,Villarreal ,1 ,1 ,45% ,55% ,null ,null ,2 ,4 ,6 ,4 ,null ,null ,11 ,5 ,1 ,0 ,8 ,17 ,2 ,6 ,0 ,0 ,3 ,1 ,
LaLiga ,14/15 ,31 ,Espanyol ,Athletic Bilbao ,1 ,0 ,48% ,52% ,null ,null ,1 ,2 ,1 ,4 ,null ,null ,7 ,1 ,0 ,1 ,14 ,12 ,2 ,2 ,0 ,0 ,2 ,0 ,
