PlayerName,FirstName,LastName,ShortName,Slug,Position,Reason,Time,AddedTime,IsHome,IncidentClass,IncidentType,GameID
Joelinton,,,Joelinton,joelinton,F,Foul,41,null,false,yellow,card,5482
Dan Gosling,,,D. Gosling,dan-gosling,M,Foul,82,null,false,yellow,card,5483
Mateo Kovačić,,,M. Kovačić,mateo-kovacic,M,Foul,81,null,true,yellow,card,5483
Lewis Cook,,,L. Cook,lewis-cook,M,Foul,50,null,false,yellow,card,5483
Tim Krul,,,T. Krul,tim-krul,G,Time wasting,90,3,false,yellow,card,5484
Alexander Tettey,,,A. Tettey,alexander-tettey,M,Handball,78,null,false,yellow,card,5484
Emiliano Buendía,,,E. Buendía,emiliano-buendia,M,Argument,60,null,false,yellow,card,5484
Tom Trybull,,,T. Trybull,tom-trybull,M,Foul,52,null,false,yellow,card,5484
Todd Cantwell,,,T. Cantwell,todd-cantwell,M,Argument,33,null,false,yellow,card,5484
Matt Targett,,,M. Targett,matt-targett,D,Foul,69,null,false,yellow,card,5485
Kortney Hause,,,K. Hause,kortney-hause,D,Foul,64,null,false,yellow,card,5485
John Fleck,,,J. Fleck,john-fleck,M,Foul,16,null,true,yellow,card,5485
Oliver Norwood,,,O. Norwood,oliver-norwood,M,Persistent fouling,12,null,true,yellow,card,5485
David Martin,,,D. Martin,david-martin,G,Time wasting,90,4,false,yellow,card,5486
Ryan Fredericks,,,R. Fredericks,ryan-fredericks,D,Foul,56,null,false,yellow,card,5486
Robert Snodgrass,,,R. Snodgrass,robert-snodgrass,M,Foul,45,2,false,yellow,card,5486
Pierre-Emile Højbjerg,,,P. Højbjerg,pierre-emile-hojbjerg,M,Foul,37,null,true,yellow,card,5486
Victor Lindelöf,,,V. Lindelöf,victor-lindelof,D,Foul,66,null,true,yellow,card,5487
Richarlison,,,Richarlison,richarlison,F,Time wasting,57,null,false,yellow,card,5487
Tom Davies,,,T. Davies,tom-davies,M,Foul,5,null,false,yellow,card,5487
Leander Dendoncker,,,L. Dendoncker,leander-dendoncker,M,Foul,89,null,true,yellow,card,5488
Harry Kane,,,H. Kane,harry-kane,F,Foul,83,null,false,yellow,card,5488
Eric Dier,,,E. Dier,eric-dier,D,Foul,77,null,false,yellow,card,5488
Romain Saïss,,,R. Saiss,romain-saiss,D,Foul,75,null,true,yellow,card,5488
Toby Alderweireld,,,T. Alderweireld,toby-alderweireld,D,Foul,69,null,false,yellow,card,5488
Jonny Castro,,,J. Otto,jonny-otto,M,Foul,65,null,true,yellow,card,5488
Davinson Sánchez,,,D. Sánchez,davinson-sanchez,D,Foul,64,null,false,yellow,card,5488
João Moutinho,,,J. Moutinho,joao-moutinho,M,Foul,60,null,true,yellow,card,5488
Sokratis,,,Sokratis,sokratis,D,Foul,72,null,true,yellow,card,5489
Benjamin Mendy,,,B. Mendy,benjamin-mendy,D,Foul,62,null,false,yellow,card,5489
İlkay Gündoğan,,,İ. Gündoğan,ilkay-gundogan,M,Foul,61,null,false,yellow,card,5489
Rodri,,,Rodri,rodri,M,Foul,35,null,false,yellow,card,5489
Fernandinho,,,Fernandinho,fernandinho,M,Foul,17,null,false,yellow,card,5489
Davy Pröpper,,,D. Pröpper,davy-propper,M,Foul,86,null,false,yellow,card,5490
Christian Benteke,,,C. Benteke,christian-benteke,F,Foul,35,null,true,yellow,card,5490
Joseph Willock,,,J. Willock,joseph-willock,M,Foul,90,1,false,yellow,card,5491
Calum Chambers,,,C. Chambers,calum-chambers,D,Foul,87,null,false,yellow,card,5491
Gylfi Sigurðsson,,,G. Sigurðsson,gylfi-sigurdsson,M,Foul,75,null,true,yellow,card,5491
Tom Davies,,,T. Davies,tom-davies,M,Foul,45,null,true,yellow,card,5491
Bukayo Saka,,,B. Saka,bukayo-saka,M,Time wasting,28,null,false,yellow,card,5491
Jonathan Kodjia,,,J. Kodjia,jonathan-kodjia,F,Argument,87,null,true,yellow,card,5492
Anwar El Ghazi,,,A. E. Ghazi,anwar-el-ghazi,F,Foul,67,null,true,yellow,card,5492
James Ward-Prowse,,,J. Ward-Prowse,james-ward-prowse,M,Foul,44,null,false,yellow,card,5492
Jeff Hendrick,,,J. Hendrick,jeff-hendrick,M,Foul,62,null,false,yellow,card,5493
Simon Francis,,,S. Francis,simon-francis,D,Foul,61,null,true,yellow,card,5493
Dwight McNeil,,,D. McNeil,dwight-mcneil,M,Foul,56,null,false,yellow,card,5493
Ashley Barnes,,,A. Barnes,ashley-barnes,F,Argument,56,null,false,yellow,card,5493
Diego Rico,,,D. Rico,diego-rico,D,Argument,56,null,true,yellow,card,5493
Ashley Westwood,,,A. Westwood,ashley-westwood,M,Foul,45,1,false,yellow,card,5493
Yves Bissouma,,,Y. Bissouma,yves-bissouma,M,Simulation,87,null,true,yellow,card,5494
David McGoldrick,,,D. McGoldrick,david-mcgoldrick,F,Foul,85,null,false,yellow,card,5494
Chris Basham,,,C. Basham,chris-basham,D,Foul,83,null,false,yellow,card,5494
Enda Stevens,,,E. Stevens,enda-stevens,M,Foul,75,null,false,yellow,card,5494
Fabian Schär,,,F. Schär,fabian-schar,D,Foul,87,null,true,yellow,card,5495
Miguel Almirón,,,M. Almirón,miguel-almiron,M,null,83,null,true,yellow,card,5495
Matt Doherty,,,M. Doherty,matt-doherty,M,Foul,90,6,false,yellow,card,5496
Grant Hanley,,,G. Hanley,grant-hanley,D,Foul,90,1,true,yellow,card,5496
João Moutinho,,,J. Moutinho,joao-moutinho,M,Foul,70,null,false,yellow,card,5496
Romain Saïss,,,R. Saiss,romain-saiss,D,Foul,57,null,false,yellow,card,5496
Sam Byram,,,S. Byram,sam-byram,D,Foul,53,null,true,yellow,card,5496
Jonny Castro,,,J. Otto,jonny-otto,M,Foul,33,null,false,yellow,card,5496
İlkay Gündoğan,,,İ. Gündoğan,ilkay-gundogan,M,Foul,71,null,true,yellow,card,5497
Kevin De Bruyne,,,K. D. Bruyne,kevin-de-bruyne,M,Argument,59,null,true,yellow,card,5497
Wilfred Ndidi,,,W. Ndidi,wilfred-ndidi,M,Foul,51,null,false,yellow,card,5497
Çağlar Söyüncü,,,Ç. Söyüncü,caglar-soyuncu,D,Foul,35,null,false,yellow,card,5497
Craig Cathcart,,,C. Cathcart,craig-cathcart,D,Handball,90,2,true,yellow,card,5498
Abdoulaye Doucouré,,,A. Doucouré,abdoulaye-doucoure,M,Foul,51,null,true,yellow,card,5498
Luke Shaw,,,L. Shaw,luke-shaw,D,Foul,38,null,false,yellow,card,5498
Étienne Capoue,,,É. Capoue,etienne-capoue,M,Foul,36,null,true,yellow,card,5498
Antonio Rüdiger,,,A. Rüdiger,antonio-rudiger,D,Foul,78,null,false,yellow,card,5499
Toby Alderweireld,,,T. Alderweireld,toby-alderweireld,D,Handball,67,null,true,yellow,card,5499
Heung-Min Son,,,H. M. Son,heung-min-son,F,Violent conduct,62,null,true,red,card,5499
Moussa Sissoko,,,M. Sissoko,moussa-sissoko,M,Foul,58,null,true,yellow,card,5499
Paulo Gazzaniga,,,P. Gazzaniga,paulo-gazzaniga,G,Foul,45,3,true,yellow,card,5499
Mateo Kovačić,,,M. Kovačić,mateo-kovacic,M,Argument,43,null,false,yellow,card,5499
Dele Alli,,,D. Alli,dele-alli,M,Argument,43,null,true,yellow,card,5499
Kurt Zouma,,,K. Zouma,kurt-zouma,D,null,31,null,false,yellow,card,5499
Mark Noble,,,M. Noble,mark-noble,M,Foul,43,null,true,yellow,card,5500
Issa Diop,,,I. Diop,issa-diop,D,Foul,34,null,true,yellow,card,5500
Moussa Sissoko,,,M. Sissoko,moussa-sissoko,M,Argument,84,null,true,yellow,card,5501
Lucas Moura,,,L. Moura,lucas-moura,F,Foul,74,null,true,yellow,card,5501
Pascal Groß,,,P. Groß,pascal-gross,M,Foul,42,null,false,yellow,card,5501
Davinson Sánchez,,,D. Sánchez,davinson-sanchez,D,Foul,39,null,true,yellow,card,5501
Harry Winks,,,H. Winks,harry-winks,M,Foul,36,null,true,yellow,card,5501
Dan Burn,,,D. Burn,dan-burn,D,Foul,30,null,false,yellow,card,5501
Douglas Luiz,,,D. Luiz,douglas-luiz,M,Time wasting,89,null,true,yellow,card,5502
Wesley,,,Wesley,wesley,F,Time wasting,88,null,true,yellow,card,5502
Tom Trybull,,,T. Trybull,tom-trybull,M,Foul,74,null,false,yellow,card,5502
Teemu Pukki,,,T. Pukki,teemu-pukki,F,Foul,42,null,false,yellow,card,5502
Alexander Tettey,,,A. Tettey,alexander-tettey,M,Foul,35,null,false,yellow,card,5502
Callum Wilson,,,C. Wilson,callum-wilson,F,Dangerous play,90,4,true,yellow,card,5503
Alexandre Lacazette,,,A. Lacazette,alexandre-lacazette,F,Foul,90,3,false,yellow,card,5503
Lewis Cook,,,L. Cook,lewis-cook,M,Foul,85,null,true,yellow,card,5503
Chris Mepham,,,C. Mepham,chris-mepham,D,Argument,84,null,true,yellow,card,5503
Pierre-Emerick Aubameyang,,,P. Aubameyang,pierre-emerick-aubameyang,F,null,64,null,false,yellow,card,5503
Ainsley Maitland-Niles,,,A. Maitland-Niles,ainsley-maitland-niles,M,Foul,55,null,false,yellow,card,5503
Lucas Torreira,,,L. Torreira,lucas-torreira,M,Foul,54,null,false,yellow,card,5503
Jefferson Lerma,,,J. Lerma,jefferson-lerma,M,Foul,53,null,true,yellow,card,5503
Sofiane Boufal,,,S. Boufal,sofiane-boufal,M,Argument,90,4,false,yellow,card,5504
N'Golo Kanté,,,N. Kanté,ngolo-kante,M,Foul,62,null,true,yellow,card,5504
Fikayo Tomori,,,F. Tomori,fikayo-tomori,D,Argument,62,null,true,yellow,card,5504
Jorginho,,,Jorginho,jorginho,M,Foul,58,null,true,yellow,card,5504
Ryan Bertrand,,,R. Bertrand,ryan-bertrand,D,Time wasting,30,null,false,yellow,card,5504
Aaron Cresswell,,,A. Cresswell,aaron-cresswell,D,Foul,90,3,false,yellow,card,5505
Pablo Zabaleta,,,P. Zabaleta,pablo-zabaleta,D,Foul,89,null,false,yellow,card,5505
Nathaniel Chalobah,,,N. Chalobah,nathaniel-chalobah,M,Time wasting,88,null,false,yellow,card,5507
Gerard Deulofeu,,,G. Deulofeu,gerard-deulofeu,F,Argument,74,null,false,yellow,card,5507
Craig Cathcart,,,C. Cathcart,craig-cathcart,D,Foul,46,null,false,yellow,card,5507
DeAndre Yedlin,,,D. Yedlin,deandre-yedlin,D,Foul,81,null,false,yellow,card,5508
Fabian Schär,,,F. Schär,fabian-schar,D,Foul,38,null,false,yellow,card,5508
Andreas Pereira,,,A. Pereira,andreas-pereira,M,Foul,35,null,true,yellow,card,5508
Scott McTominay,,,S. McTominay,scott-mctominay,M,Foul,1,null,true,yellow,card,5508
James Maddison,,,J. Maddison,james-maddison,M,Argument,73,null,true,yellow,card,5509
Joe Gomez,,,J. Gomez,joe-gomez,D,Foul,62,null,false,yellow,card,5509
Nicolás Otamendi,,,N. Otamendi,nicolas-otamendi,D,Foul,60,null,false,yellow,card,5510
Ederson,,,Ederson,ederson,G,Professional foul last man,12,null,false,red,card,5510
Philip Billing,,,P. Billing,philip-billing,M,Foul,67,null,false,yellow,card,5511
Steve Cook,,,S. Cook,steve-cook,D,Foul,22,null,false,yellow,card,5511
Dominic Calvert-Lewin,,,D. Calvert-Lewin,dominic-calvert-lewin,F,Time wasting,90,3,false,yellow,card,5512
Isaac Hayden,,,I. Hayden,isaac-hayden,M,Foul,80,null,true,yellow,card,5512
Tom Davies,,,T. Davies,tom-davies,M,Foul,55,null,false,yellow,card,5512
Joelinton,,,Joelinton,joelinton,F,Argument,45,1,true,yellow,card,5512
James McArthur,,,J. McArthur,james-mcarthur,M,Foul,85,null,false,yellow,card,5513
James Ward-Prowse,,,J. Ward-Prowse,james-ward-prowse,M,Persistent fouling,79,null,true,yellow,card,5513
Luka Milivojević,,,L. Milivojević,luka-milivojevic,M,Foul,32,null,false,yellow,card,5513
Jack Grealish,,,J. Grealish,jack-grealish,F,Argument,90,6,false,yellow,card,5514
Troy Deeney,,,T. Deeney,troy-deeney,F,Foul,90,2,true,yellow,card,5514
Ismaila Sarr,,,I. Sarr,ismaila-sarr,M,null,84,null,true,yellow,card,5514
Étienne Capoue,,,É. Capoue,etienne-capoue,M,Foul,74,null,true,yellow,card,5514
Adrian Mariappa,,,A. Mariappa,adrian-mariappa,D,Foul,57,null,true,yellowRed,card,5514
Adrian Mariappa,,,A. Mariappa,adrian-mariappa,D,Foul,51,null,true,yellow,card,5514
Christian Eriksen,,,C. Eriksen,christian-eriksen,M,Foul,90,6,false,yellow,card,5515
Toby Alderweireld,,,T. Alderweireld,toby-alderweireld,D,Foul,90,3,false,yellow,card,5515
Lucas Moura,,,L. Moura,lucas-moura,F,Foul,69,null,false,yellow,card,5515
Tim Krul,,,T. Krul,tim-krul,G,Argument,55,null,true,yellow,card,5515
Jamal Lewis,,,J. Lewis,jamal-lewis,D,Handball,54,null,true,yellow,card,5515
Mario Vrančić,,,M. Vrančić,mario-vrancic,M,Foul,22,null,true,yellow,card,5515
Hamza Choudhury,,,H. Choudhury,hamza-choudhury,M,Foul,90,null,false,yellow,card,5516
Declan Rice,,,D. Rice,declan-rice,M,Foul,77,null,true,yellow,card,5516
Issa Diop,,,I. Diop,issa-diop,D,Foul,56,null,true,yellow,card,5516
Arthur Masuaku,,,A. Masuaku,arthur-masuaku,D,Foul,49,null,true,yellow,card,5516
Łukasz Fabiański,,,Ł. Fabiański,lukasz-fabianski,G,Foul,9,null,true,yellow,card,5516
Jesse Lingard,,,J. Lingard,jesse-lingard,M,Foul,90,4,false,yellow,card,5517
Fred,,,Fred,fred,M,Time wasting,90,4,false,yellow,card,5517
Brandon Williams,,,B. Williams,williams-brandon,D,Simulation,90,2,false,yellow,card,5517
Dwight McNeil,,,D. McNeil,dwight-mcneil,M,Argument,89,null,true,yellow,card,5517
Charlie Taylor,,,C. Taylor,charlie-taylor,D,Foul,71,null,true,yellow,card,5517
Ben Mee,,,B. Mee,ben-mee,D,Foul,61,null,true,yellow,card,5517
Phil Bardsley,,,P. Bardsley,phil-bardsley,D,Foul,23,null,true,yellow,card,5517
Ainsley Maitland-Niles,,,A. Maitland-Niles,ainsley-maitland-niles,M,Foul,90,1,true,yellow,card,5518
Alexandre Lacazette,,,A. Lacazette,alexandre-lacazette,F,Argument,77,null,true,yellow,card,5518
Lucas Torreira,,,L. Torreira,lucas-torreira,M,Foul,73,null,true,yellow,card,5518
Jorginho,,,Jorginho,jorginho,M,Foul,55,null,false,yellow,card,5518
David Luiz,,,D. Luiz,david-luiz,D,Foul,47,null,true,yellow,card,5518
Antonio Rüdiger,,,A. Rüdiger,antonio-rudiger,D,Foul,34,null,false,yellow,card,5518
N'Golo Kanté,,,N. Kanté,ngolo-kante,M,Foul,30,null,false,yellow,card,5518
Mason Mount,,,M. Mount,mason-mount,M,Foul,30,null,false,yellow,card,5518
Mattéo Guendouzi,,,M. Guendouzi,matteo-guendouzi,M,Foul,10,null,true,yellow,card,5518
Adam Lallana,,,A. Lallana,adam-lallana,M,Foul,45,1,true,yellow,card,5519
Enda Stevens,,,E. Stevens,enda-stevens,M,Foul,85,null,false,yellow,card,5520
Bernardo Silva,,,B. Silva,bernardo-silva,M,Foul,59,null,true,yellow,card,5520
Reece James,,,R. James,reece-james,D,Foul,90,4,false,yellow,card,5521
Neal Maupay,,,N. Maupay,neal-maupay,F,null,90,1,true,yellow,card,5521
Mateo Kovačić,,,M. Kovačić,mateo-kovacic,M,Foul,82,null,false,yellow,card,5521
Lewis Dunk,,,L. Dunk,lewis-dunk,D,Foul,71,null,true,yellow,card,5521
Kurt Zouma,,,K. Zouma,kurt-zouma,D,Foul,69,null,false,yellow,card,5521
James Tarkowski,,,J. Tarkowski,james-tarkowski,D,Foul,60,null,true,yellow,card,5522
Neil Taylor,,,N. Taylor,neil-taylor,D,Foul,48,null,false,yellow,card,5522
Youri Tielemans,,,Y. Tielemans,youri-tielemans,M,Foul,59,null,false,yellow,card,5523
Federico Fernández,,,F. Fernández,federico-fernandez,D,Foul,31,null,true,yellow,card,5523
null,,,,,,null,-5,null,false,yellow,card,5524
Christian Eriksen,,,C. Eriksen,christian-eriksen,M,Argument,90,2,false,yellow,card,5524
James Ward-Prowse,,,J. Ward-Prowse,james-ward-prowse,M,Foul,72,null,true,yellow,card,5524
Serge Aurier,,,S. Aurier,serge-aurier,D,Argument,70,null,false,yellow,card,5524
Jan Bednarek,,,J. Bednarek,jan-bednarek,D,Foul,68,null,true,yellow,card,5524
Moussa Sissoko,,,M. Sissoko,moussa-sissoko,M,Foul,61,null,false,yellow,card,5524
Moussa Djenepo,,,M. Djenepo,moussa-djenepo,M,Foul,53,null,true,yellow,card,5524
Giovani Lo Celso,,,G. Lo Celso,lo-celso-giovani,M,Argument,36,null,false,yellow,card,5524
Ben Foster,,,B. Foster,ben-foster,G,Time wasting,90,6,true,yellow,card,5525
Troy Deeney,,,T. Deeney,troy-deeney,F,Time wasting,90,4,true,yellow,card,5525
Christian Kabasele,,,C. Kabasele,christian-kabasele,D,Professional foul last man,71,null,true,red,card,5525
Pedro Neto,,,P. Neto,pedro-neto,F,Simulation,26,null,false,yellow,card,5525
Craig Dawson,,,C. Dawson,craig-dawson,D,Foul,21,null,true,yellow,card,5525
Dominic Calvert-Lewin,,,D. Calvert-Lewin,dominic-calvert-lewin,F,Foul,86,null,false,yellow,card,5526
Tom Davies,,,T. Davies,tom-davies,M,Foul,79,null,false,yellow,card,5526
Fabian Delph,,,F. Delph,fabian-delph,M,Foul,69,null,false,yellow,card,5526
Yerry Mina,,,Y. Mina,yerry-mina,D,Foul,30,null,false,yellow,card,5526
Alexander Tettey,,,A. Tettey,alexander-tettey,M,Foul,89,null,true,yellow,card,5527
Marco Stiepermann,,,M. Stiepermann,marco-stiepermann,M,null,83,null,true,yellow,card,5527
Grant Hanley,,,G. Hanley,grant-hanley,D,Foul,76,null,true,yellow,card,5527
Max Aarons,,,M. Aarons,max-aarons,D,Foul,74,null,true,yellow,card,5527
Christoph Zimmermann,,,C. Zimmermann,christoph-zimmermann,D,Foul,42,null,true,yellow,card,5527
Lewis Cook,,,L. Cook,lewis-cook,M,Foul,88,null,false,yellow,card,5528
Aaron Cresswell,,,A. Cresswell,aaron-cresswell,D,Foul,76,null,true,yellow,card,5528
Diego Rico,,,D. Rico,diego-rico,D,Foul,23,null,false,yellow,card,5528
Bukayo Saka,,,B. Saka,bukayo-saka,M,Time wasting,82,null,true,yellow,card,5529
Sead Kolašinac,,,S. Kolašinac,sead-kolasinac,D,Foul,3,null,true,yellow,card,5529
Muhamed Bešić,,,M. Bešić,muhamed-besic,M,Foul,86,null,true,yellow,card,5531
Alexandre Lacazette,,,A. Lacazette,alexandre-lacazette,F,Persistent fouling,90,null,false,yellow,card,5532
James Tomkins,,,J. Tomkins,james-tomkins,D,Foul,85,null,true,yellow,card,5532
James McCarthy,,,J. McCarthy,james-mccarthy,M,Foul,71,null,true,yellow,card,5532
Pierre-Emerick Aubameyang,,,P. Aubameyang,pierre-emerick-aubameyang,F,Foul,67,null,false,red,card,5532
Ainsley Maitland-Niles,,,A. Maitland-Niles,ainsley-maitland-niles,M,Foul,51,null,false,yellow,card,5532
Nicolas Pépé,,,N. Pépé,nicolas-pepe,F,Argument,44,null,false,yellow,card,5532
Aaron Lennon,,,A. Lennon,aaron-lennon,M,Foul,59,null,false,yellow,card,5533
Ashley Westwood,,,A. Westwood,ashley-westwood,M,Foul,54,null,false,yellow,card,5533
Dwight McNeil,,,D. McNeil,dwight-mcneil,M,Foul,45,2,false,yellow,card,5533
Jordan Pickford,,,J. Pickford,jordan-pickford,G,Argument,90,4,true,yellow,card,5534
Shane Duffy,,,S. Duffy,shane-duffy,D,Foul,79,null,false,yellow,card,5534
Dominic Calvert-Lewin,,,D. Calvert-Lewin,dominic-calvert-lewin,F,Handball,78,null,true,yellow,card,5534
Danny Ings,,,D. Ings,danny-ings,F,null,81,null,false,yellow,card,5535
Pierre-Emile Højbjerg,,,P. Højbjerg,pierre-emile-hojbjerg,M,Foul,72,null,false,yellow,card,5535
Stuart Armstrong,,,S. Armstrong,stuart-armstrong,M,Foul,16,null,false,yellow,card,5535
Matthew Longstaff,,,M. Longstaff,matthew-longstaff,M,Foul,87,null,false,yellow,card,5537
Christian Atsu,,,C. Atsu,christian-atsu,M,Foul,67,null,false,yellow,card,5537
Miguel Almirón,,,M. Almirón,miguel-almiron,M,Foul,65,null,false,yellow,card,5537
Alex Oxlade-Chamberlain,,,A. Oxlade-Chamberlain,alex-oxlade-chamberlain,M,Foul,39,null,false,yellow,card,5538
Joe Gomez,,,J. Gomez,joe-gomez,D,Foul,23,null,false,yellow,card,5538
Troy Deeney,,,T. Deeney,troy-deeney,F,Foul,57,null,false,yellow,card,5539
Adam Smith,,,A. Smith,adam-smith,D,Foul,13,null,true,yellow,card,5539
Jack Grealish,,,J. Grealish,jack-grealish,F,Argument,80,null,true,yellow,card,5540
Anwar El Ghazi,,,A. E. Ghazi,anwar-el-ghazi,F,Foul,53,null,true,yellow,card,5540
Fernandinho,,,Fernandinho,fernandinho,M,Foul,50,null,false,yellow,card,5540
Jan Vertonghen,,,J. Vertonghen,jan-vertonghen,D,Handball,69,null,false,yellow,card,5541
Abdoulaye Doucouré,,,A. Doucouré,abdoulaye-doucoure,M,Argument,60,null,true,yellow,card,5541
Harry Winks,,,H. Winks,harry-winks,M,Argument,60,null,false,yellow,card,5541
Étienne Capoue,,,É. Capoue,etienne-capoue,M,Foul,35,null,true,yellow,card,5541
Japhet Tanganga,,,J. Tanganga,japhet-tanganga,D,Foul,19,null,false,yellow,card,5541
Granit Xhaka,,,G. Xhaka,granit-xhaka,M,Foul,90,1,true,yellow,card,5542
George Baldock,,,G. Baldock,george-baldock,M,Foul,51,null,false,yellow,card,5542
Oliver Norwood,,,O. Norwood,oliver-norwood,M,Foul,4,null,false,yellow,card,5542
Conor Hourihane,,,C. Hourihane,conor-hourihane,M,Foul,90,5,false,yellow,card,5543
Neal Maupay,,,N. Maupay,neal-maupay,F,Argument,90,5,true,yellow,card,5543
Adam Webster,,,A. Webster,adam-webster,D,Foul,90,1,true,yellow,card,5543
Marvelous Nakamba,,,M. Nakamba,marvelous-nakamba,M,Foul,81,null,false,yellow,card,5543
Lewis Dunk,,,L. Dunk,lewis-dunk,D,Foul,43,null,true,yellow,card,5543
Danny Drinkwater,,,D. Drinkwater,danny-drinkwater,M,Foul,14,null,false,yellow,card,5543
Benjamin Mendy,,,B. Mendy,benjamin-mendy,D,Foul,58,null,true,yellow,card,5544
Jordan Ayew,,,J. Ayew,jordan-ayew,F,Foul,26,null,false,yellow,card,5544
James McArthur,,,J. McArthur,james-mcarthur,M,Foul,13,null,false,yellow,card,5544
Adam Smith,,,A. Smith,adam-smith,D,Foul,90,5,false,yellow,card,5545
Tim Krul,,,T. Krul,tim-krul,G,Argument,77,null,true,yellow,card,5545
Callum Wilson,,,C. Wilson,callum-wilson,F,Argument,77,null,false,yellow,card,5545
Ben Godfrey,,,B. Godfrey,ben-godfrey,D,Foul,76,null,true,red,card,5545
Emiliano Buendía,,,E. Buendía,emiliano-buendia,M,Foul,50,null,true,yellow,card,5545
Steve Cook,,,S. Cook,steve-cook,D,Professional handball,31,null,false,red,card,5545
Rúben Neves,,,R. Neves,ruben-neves,M,Foul,88,null,false,yellow,card,5546
Jan Bednarek,,,J. Bednarek,jan-bednarek,D,Foul,57,null,true,yellow,card,5546
James Ward-Prowse,,,J. Ward-Prowse,james-ward-prowse,M,Persistent fouling,29,null,true,yellow,card,5546
Pablo Zabaleta,,,P. Zabaleta,pablo-zabaleta,D,Foul,90,3,true,yellow,card,5547
Emerson Palmieri,,,Emerson,emerson-palmieri,D,Simulation,84,null,false,yellow,card,5548
Isaac Hayden,,,I. Hayden,isaac-hayden,M,Foul,55,null,true,yellow,card,5548
Ben Mee,,,B. Mee,ben-mee,D,Foul,67,null,true,yellow,card,5549
Mohamed Salah,,,M. Salah,mohamed-salah,F,null,90,4,true,yellow,card,5550
Luke Shaw,,,L. Shaw,luke-shaw,D,Foul,72,null,false,yellow,card,5550
David De Gea,,,D. D. Gea,david-de-gea,G,Argument,25,null,false,yellow,card,5550
Nemanja Matić,,,N. Matić,nemanja-matic,M,Foul,8,null,false,yellow,card,5550
Abdoulaye Doucouré,,,A. Doucouré,abdoulaye-doucoure,M,Foul,81,null,false,yellow,card,5551
Craig Cathcart,,,C. Cathcart,craig-cathcart,D,Foul,77,null,false,yellow,card,5551
Douglas Luiz,,,D. Luiz,douglas-luiz,M,null,68,null,true,yellow,card,5551
Tyrone Mings,,,T. Mings,tyrone-mings,D,Foul,45,1,true,yellow,card,5551
Jefferson Lerma,,,J. Lerma,jefferson-lerma,M,Foul,90,1,true,yellow,card,5552
Bernardo,,,Bernardo,bernardo,D,Foul,28,null,false,yellow,card,5552
Nathan Redmond,,,N. Redmond,nathan-redmond,M,Argument,74,null,false,yellow,card,5553
James Tomkins,,,J. Tomkins,james-tomkins,D,Argument,74,null,true,yellow,card,5553
Oriol Romeu,,,O. Romeu,oriol-romeu,M,Foul,71,null,false,yellow,card,5553
Dominic Calvert-Lewin,,,D. Calvert-Lewin,dominic-calvert-lewin,F,Foul,68,null,true,yellow,card,5554
Ciaran Clark,,,C. Clark,ciaran-clark,D,Foul,62,null,false,yellow,card,5554
Oliver McBurnie,,,O. McBurnie,oliver-mcburnie,F,Argument,84,null,true,yellow,card,5555
Sergio Agüero,,,S. Agüero,sergio-aguero,F,Time wasting,83,null,false,yellow,card,5555
Rodri,,,Rodri,rodri,M,Foul,53,null,false,yellow,card,5555
Fernandinho,,,Fernandinho,fernandinho,M,Persistent fouling,45,2,false,yellow,card,5555
John Fleck,,,J. Fleck,john-fleck,M,Foul,43,null,true,yellow,card,5555
Oliver Norwood,,,O. Norwood,oliver-norwood,M,Foul,24,null,true,yellow,card,5555
Muhamed Bešić,,,M. Bešić,muhamed-besic,M,Foul,13,null,true,yellow,card,5555
Mattéo Guendouzi,,,M. Guendouzi,matteo-guendouzi,M,Foul,76,null,false,yellow,card,5556
Andreas Christensen,,,A. Christensen,andreas-christensen,D,Foul,59,null,true,yellow,card,5556
David Luiz,,,D. Luiz,david-luiz,D,Professional foul last man,26,null,false,red,card,5556
Emerson Palmieri,,,Emerson,emerson-palmieri,D,Foul,21,null,true,yellow,card,5556
Angelo Ogbonna,,,A. Ogbonna,angelo-ogbonna,D,Foul,79,null,false,yellow,card,5557
Kasper Schmeichel,,,K. Schmeichel,kasper-schmeichel,G,Argument,50,null,true,yellow,card,5557
Todd Cantwell,,,T. Cantwell,todd-cantwell,M,Foul,47,null,false,yellow,card,5558
Ashley Westwood,,,A. Westwood,ashley-westwood,M,null,68,null,false,yellow,card,5559
Charlie Taylor,,,C. Taylor,charlie-taylor,D,Foul,67,null,false,yellow,card,5559
Andrew Robertson,,,A. Robertson,andrew-robertson,D,Foul,55,null,false,yellow,card,5560
Jonny Evans,,,J. Evans,jonny-evans,D,Foul,90,3,true,yellow,card,5561
Mateo Kovačić,,,M. Kovačić,mateo-kovacic,M,Foul,76,null,false,yellow,card,5561
James Maddison,,,J. Maddison,james-maddison,M,Foul,61,null,true,yellow,card,5561
Jorginho,,,Jorginho,jorginho,M,Foul,56,null,false,yellow,card,5561
Kortney Hause,,,K. Hause,kortney-hause,D,Foul,90,1,false,yellow,card,5562
Callum Wilson,,,C. Wilson,callum-wilson,F,Persistent fouling,65,null,true,yellow,card,5562
Jefferson Lerma,,,J. Lerma,jefferson-lerma,M,Foul,51,null,true,yellowRed,card,5562
Douglas Luiz,,,D. Luiz,douglas-luiz,M,Foul,43,null,false,yellow,card,5562
Tyrone Mings,,,T. Mings,tyrone-mings,D,Foul,36,null,false,yellow,card,5562
