HomeScore,AwayScore,PlayerName,PlayerFirstName,PlayerLastName,PlayerShortName,PlayerSlug,PlayerPosition,AssistName,AssistFirstName,AssistLastName,AssistShortName,AssistSlug,AssistPosition,Time,AddedTime,IsHome,IncidentClass,IncidentType,GameID
1,1,null,null,N. Pépé,nicolas-pepe,F,null,null,null,null,null,59,null,true,penalty,goal,5379
0,1,null,null,J. McGinn,john-mcginn,M,null,null,A. E. Ghazi,anwar-el-ghazi,F,20,null,false,regular,goal,5379
1,2,null,null,N. Kanté,ngolo-kante,M,null,null,C. Azpilicueta,cesar-azpilicueta,D,71,null,true,regular,goal,5380
0,2,null,null,R. Firmino,roberto-firmino,F,,,A. Robertson,andrew-robertson,D,30,null,false,regular,goal,5380
0,1,,,T. Alexander-Arnold,trent-alexander-arnold,D,,,M. Salah,mohamed-salah,F,14,null,false,regular,goal,5380
0,1,null,null,G. Wijnaldum,georginio-wijnaldum,M,null,null,null,null,null,70,null,false,regular,goal,5381
2,2,null,null,C. Wood,chris-wood,F,null,null,M. Lowton,matthew-lowton,D,81,null,false,regular,goal,5382
2,1,null,null,J. McGinn,john-mcginn,M,null,null,Trezeguet,trezeguet,M,79,null,true,regular,goal,5382
1,1,null,null,J. Rodriguez,jay-rodriguez,F,null,null,E. Pieters,erik-pieters,D,68,null,false,regular,goal,5382
1,0,null,null,A. E. Ghazi,anwar-el-ghazi,F,,,F. Guilbert,frederic-guilbert,D,33,null,true,regular,goal,5382
2,2,null,null,A. Cresswell,aaron-cresswell,D,null,null,F. Anderson,felipe-anderson,M,74,null,false,regular,goal,5383
2,1,null,null,C. Wilson,callum-wilson,F,null,null,J. King,joshua-king,F,46,null,true,regular,goal,5383
1,1,null,null,J. King,joshua-king,F,null,null,N. Aké,nathan-ake,D,17,null,true,regular,goal,5383
0,1,null,null,A. Yarmolenko,andriy-yarmolenko,M,null,null,S. Haller,sebastien-haller,F,10,null,false,regular,goal,5383
2,0,,,Willian,willian,F,null,null,C. Hudson-Odoi,callum-hudson-odoi,F,76,null,true,regular,goal,5384
1,0,null,null,Jorginho,jorginho,M,null,null,null,null,null,50,null,true,penalty,goal,5384
2,0,null,null,A. Townsend,andros-townsend,M,null,null,W. Zaha,wilfried-zaha,F,90,2,true,regular,goal,5385
1,0,null,null,L. Milivojević,luka-milivojevic,M,null,null,null,null,null,21,null,true,penalty,goal,5385
2,1,null,null,H. Kane,harry-kane,F,null,null,C. Eriksen,christian-eriksen,M,43,null,true,regular,goal,5386
1,1,null,null,D. Ings,danny-ings,F,null,null,null,null,null,39,null,false,regular,goal,5386
1,0,null,null,T. Ndombélé,tanguy-ndombele,M,null,null,H. M. Son,heung-min-son,F,24,null,true,regular,goal,5386
2,0,null,null,D. Janmaat,daryl-janmaat,D,null,null,null,null,null,61,null,true,ownGoal,goal,5387
1,0,,,M. Doherty,matt-doherty,M,null,null,P. Neto,pedro-neto,F,18,null,true,regular,goal,5387
1,3,null,null,R. Sterling,raheem-sterling,F,null,null,null,null,null,84,null,false,regular,goal,5388
1,2,null,null,R. Mahrez,riyad-mahrez,F,null,null,null,null,null,71,null,false,regular,goal,5388
1,1,null,null,D. Calvert-Lewin,dominic-calvert-lewin,F,null,null,S. Coleman,seamus-coleman,D,33,null,true,regular,goal,5388
0,1,null,null,Gabriel,gabriel-jesus,F,,,K. D. Bruyne,kevin-de-bruyne,M,24,null,false,regular,goal,5388
5,0,null,null,W. Ndidi,wilfred-ndidi,M,null,null,J. Evans,jonny-evans,D,90,null,true,regular,goal,5389
4,0,,,J. Vardy,jamie-vardy,F,,,M. Albrighton,marc-albrighton,M,64,null,true,regular,goal,5389
3,0,,,P. Dummett,paul-dummett,D,null,null,null,null,null,57,null,true,ownGoal,goal,5389
2,0,,,J. Vardy,jamie-vardy,F,,,H. Barnes,harvey-barnes,M,54,null,true,regular,goal,5389
1,0,,,R. Pereira,ricardo-pereira,D,null,null,null,null,null,16,null,true,regular,goal,5389
1,1,null,null,P. Aubameyang,pierre-emerick-aubameyang,F,,,B. Saka,bukayo-saka,M,58,null,false,regular,goal,5390
1,0,,,S. McTominay,scott-mctominay,M,,,M. Rashford,marcus-rashford,M,45,null,true,regular,goal,5390
3,0,null,null,A. Connolly,aaron-connolly,F,null,null,L. Dunk,lewis-dunk,D,65,null,true,regular,goal,5391
2,0,null,null,A. Connolly,aaron-connolly,F,null,null,null,null,null,32,null,true,regular,goal,5391
1,0,null,null,N. Maupay,neal-maupay,F,null,null,null,null,null,3,null,true,regular,goal,5391
1,0,null,null,J. Hendrick,jeff-hendrick,M,null,null,A. Westwood,ashley-westwood,M,72,null,true,regular,goal,5392
2,1,null,null,J. Milner,james-milner,M,null,null,null,null,null,90,5,true,penalty,goal,5393
1,1,null,null,J. Maddison,james-maddison,M,null,null,A. Pérez,ayoze-perez,F,80,null,false,regular,goal,5393
1,0,null,null,S. Mané,sadio-mane,F,null,null,J. Milner,james-milner,M,40,null,true,regular,goal,5393
1,5,null,null,J. Drmić,josip-drmic,F,null,null,null,null,null,87,null,true,regular,goal,5394
0,5,null,null,D. Luiz,douglas-luiz,M,null,null,Wesley,wesley,F,83,null,false,regular,goal,5394
0,4,null,null,C. Hourihane,conor-hourihane,M,null,null,M. Targett,matt-targett,D,61,null,false,regular,goal,5394
0,3,null,null,J. Grealish,jack-grealish,F,null,null,A. E. Ghazi,anwar-el-ghazi,F,49,null,false,regular,goal,5394
0,2,null,null,Wesley,wesley,F,null,null,C. Hourihane,conor-hourihane,M,30,null,false,regular,goal,5394
0,1,null,null,Wesley,wesley,F,null,null,A. E. Ghazi,anwar-el-ghazi,F,14,null,false,regular,goal,5394
1,2,null,null,J. Ayew,jordan-ayew,F,,,M. Kelly,martin-kelly,D,87,null,false,regular,goal,5396
1,1,null,null,P. v. Aanholt,patrick-van-aanholt,D,null,null,null,null,null,63,null,false,penalty,goal,5396
1,0,null,null,S. Haller,sebastien-haller,F,null,null,R. Fredericks,ryan-fredericks,D,54,null,true,regular,goal,5396
1,0,,,D. Luiz,david-luiz,D,null,null,N. Pépé,nicolas-pepe,F,9,null,true,regular,goal,5397
0,2,null,null,A. Traoré,adama-traore,F,null,null,R. Jiménez,raul-jimenez,F,90,4,false,regular,goal,5398
0,1,null,null,A. Traoré,adama-traore,F,null,null,R. Jiménez,raul-jimenez,F,80,null,false,regular,goal,5398
1,4,null,null,M. Batshuayi,michy-batshuayi,F,null,null,C. Pulišić,christian-pulisic,F,89,null,false,regular,goal,5399
1,3,null,null,N. Kanté,ngolo-kante,M,null,null,M. Alonso,marcos-alonso,D,40,null,false,regular,goal,5399
1,2,null,null,D. Ings,danny-ings,F,null,null,null,null,null,30,null,true,regular,goal,5399
0,2,null,null,M. Mount,mason-mount,M,,,Willian,willian,F,24,null,false,regular,goal,5399
0,1,null,null,T. Abraham,tammy-abraham,F,null,null,C. Hudson-Odoi,callum-hudson-odoi,F,17,null,false,regular,goal,5399
1,0,,,M. Longstaff,matthew-longstaff,M,null,null,J. Willems,jetro-willems,D,72,null,true,regular,goal,5400
2,0,null,null,G. Sigurðsson,gylfi-sigurdsson,M,,,Richarlison,richarlison,F,90,2,true,regular,goal,5401
1,0,,,Bernard,bernard,F,,,T. Walcott,theo-walcott,M,17,null,true,regular,goal,5401
2,1,null,null,M. Targett,matt-targett,D,null,null,J. Grealish,jack-grealish,F,90,4,true,regular,goal,5402
1,1,null,null,J. Grealish,jack-grealish,F,,,F. Guilbert,frederic-guilbert,D,45,2,true,regular,goal,5402
0,1,null,null,A. Webster,adam-webster,D,null,null,P. Groß,pascal-gross,M,21,null,false,regular,goal,5402
