League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Passes Long balls Home ,ALL Passes Long balls Away ,ALL Passes Crosses Home ,ALL Passes Crosses Away ,ALL Duels Dribbles Home ,ALL Duels Dribbles Away ,ALL Duels Possession lost Home ,ALL Duels Possession lost Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,ALL Defending Tackles Home ,ALL Defending Tackles Away ,ALL Defending Interceptions Home ,ALL Defending Interceptions Away ,ALL Defending Clearances Home ,ALL Defending Clearances Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Passes Long balls Home ,1ST Passes Long balls Away ,1ST Passes Crosses Home ,1ST Passes Crosses Away ,1ST Duels Dribbles Home ,1ST Duels Dribbles Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,1ST Defending Tackles Home ,1ST Defending Tackles Away ,1ST Defending Interceptions Home ,1ST Defending Interceptions Away ,1ST Defending Clearances Home ,1ST Defending Clearances Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Passes Long balls Home ,2ND Passes Long balls Away ,2ND Passes Crosses Home ,2ND Passes Crosses Away ,2ND Duels Dribbles Home ,2ND Duels Dribbles Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,2ND Defending Tackles Home ,2ND Defending Tackles Away ,2ND Defending Interceptions Home ,2ND Defending Interceptions Away ,2ND Defending Clearances Home ,2ND Defending Clearances Away ,
Premier League ,17/18 ,10 ,Brighton & Hove Albion ,Southampton ,1 ,1 ,51% ,49% ,7 ,6 ,2 ,1 ,4 ,2 ,1 ,3 ,2 ,7 ,0 ,1 ,9 ,10 ,3 ,1 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,6 ,3 ,1 ,3 ,0 ,1 ,490 ,450 ,395 (81%) ,360 (80%) ,null ,null ,null ,null ,null ,null ,143 ,143 ,52 ,41 ,16 ,9 ,null ,null ,null ,null ,null ,null ,52% ,48% ,3 ,3 ,1 ,1 ,2 ,1 ,0 ,1 ,0 ,2 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,3 ,2 ,0 ,1 ,0 ,1 ,281 ,252 ,237 (84%) ,208 (83%) ,null ,null ,null ,null ,null ,null ,22 ,18 ,6 ,3 ,null ,null ,null ,null ,null ,null ,50% ,50% ,4 ,3 ,1 ,0 ,2 ,1 ,1 ,2 ,2 ,5 ,0 ,0 ,3 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,3 ,1 ,1 ,2 ,0 ,0 ,209 ,198 ,158 (76%) ,152 (77%) ,null ,null ,null ,null ,null ,null ,30 ,23 ,10 ,6 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,10 ,Leicester City ,Everton ,2 ,0 ,40% ,60% ,9 ,15 ,3 ,2 ,5 ,7 ,1 ,6 ,3 ,10 ,4 ,1 ,6 ,10 ,0 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,0 ,7 ,7 ,2 ,8 ,2 ,1 ,324 ,470 ,214 (66%) ,374 (80%) ,null ,null ,null ,null ,null ,null ,159 ,161 ,52 ,53 ,20 ,22 ,null ,null ,null ,null ,null ,null ,41% ,59% ,7 ,4 ,3 ,1 ,3 ,3 ,1 ,0 ,2 ,2 ,0 ,0 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,0 ,5 ,1 ,2 ,3 ,1 ,1 ,183 ,257 ,135 (74%) ,211 (82%) ,null ,null ,null ,null ,null ,null ,29 ,31 ,10 ,11 ,null ,null ,null ,null ,null ,null ,38% ,62% ,2 ,11 ,0 ,1 ,2 ,4 ,0 ,6 ,1 ,8 ,4 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,2 ,6 ,0 ,5 ,1 ,0 ,141 ,213 ,79 (56%) ,163 (77%) ,null ,null ,null ,null ,null ,null ,23 ,22 ,10 ,11 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,10 ,Burnley ,Newcastle United ,1 ,0 ,47% ,53% ,12 ,12 ,5 ,5 ,3 ,3 ,4 ,4 ,5 ,3 ,4 ,1 ,9 ,10 ,3 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,9 ,4 ,3 ,8 ,5 ,4 ,451 ,521 ,343 (76%) ,409 (79%) ,null ,null ,null ,null ,null ,null ,164 ,162 ,54 ,52 ,24 ,29 ,null ,null ,null ,null ,null ,null ,46% ,54% ,6 ,3 ,1 ,1 ,3 ,1 ,2 ,1 ,4 ,1 ,1 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,2 ,0 ,1 ,1 ,1 ,234 ,279 ,186 (79%) ,223 (80%) ,null ,null ,null ,null ,null ,null ,29 ,32 ,13 ,17 ,null ,null ,null ,null ,null ,null ,48% ,52% ,6 ,9 ,4 ,4 ,0 ,2 ,2 ,3 ,1 ,2 ,3 ,0 ,2 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,2 ,3 ,7 ,4 ,3 ,217 ,242 ,157 (72%) ,186 (77%) ,null ,null ,null ,null ,null ,null ,25 ,20 ,11 ,12 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,11 ,Stoke City ,Leicester City ,2 ,2 ,47% ,53% ,11 ,14 ,7 ,4 ,3 ,5 ,1 ,5 ,4 ,10 ,0 ,5 ,12 ,8 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,9 ,10 ,2 ,4 ,2 ,5 ,379 ,424 ,284 (75%) ,337 (79%) ,null ,null ,null ,null ,null ,null ,148 ,144 ,56 ,58 ,27 ,26 ,null ,null ,null ,null ,null ,null ,39% ,61% ,5 ,7 ,3 ,2 ,2 ,1 ,0 ,4 ,1 ,7 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,3 ,6 ,2 ,1 ,1 ,2 ,161 ,244 ,131 (81%) ,210 (86%) ,null ,null ,null ,null ,null ,null ,22 ,28 ,9 ,16 ,null ,null ,null ,null ,null ,null ,55% ,45% ,6 ,7 ,4 ,2 ,1 ,4 ,1 ,1 ,3 ,3 ,0 ,4 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,6 ,4 ,0 ,3 ,1 ,3 ,218 ,180 ,153 (70%) ,127 (71%) ,null ,null ,null ,null ,null ,null ,34 ,30 ,18 ,10 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,11 ,Huddersfield Town ,West Bromwich Albion ,1 ,0 ,50% ,50% ,7 ,9 ,3 ,3 ,3 ,2 ,1 ,4 ,3 ,5 ,4 ,4 ,8 ,15 ,3 ,4 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,3 ,5 ,6 ,3 ,2 ,421 ,417 ,339 (81%) ,330 (79%) ,null ,null ,null ,null ,null ,null ,131 ,150 ,58 ,46 ,19 ,17 ,null ,null ,null ,null ,null ,null ,68% ,32% ,7 ,2 ,3 ,1 ,3 ,0 ,1 ,1 ,3 ,2 ,2 ,1 ,1 ,2 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,1 ,5 ,1 ,1 ,2 ,287 ,137 ,248 (86%) ,95 (69%) ,null ,null ,null ,null ,null ,null ,30 ,20 ,11 ,9 ,null ,null ,null ,null ,null ,null ,31% ,69% ,0 ,7 ,0 ,2 ,0 ,2 ,0 ,3 ,0 ,3 ,2 ,3 ,2 ,2 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,2 ,0 ,5 ,2 ,0 ,134 ,280 ,91 (68%) ,235 (84%) ,null ,null ,null ,null ,null ,null ,28 ,26 ,8 ,8 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,11 ,Newcastle United ,Bournemouth ,0 ,1 ,48% ,52% ,16 ,16 ,4 ,6 ,9 ,6 ,3 ,4 ,11 ,9 ,5 ,1 ,11 ,12 ,2 ,2 ,null ,null ,null ,null ,null ,null ,1 ,1 ,null ,null ,8 ,11 ,8 ,5 ,4 ,4 ,373 ,407 ,276 (74%) ,308 (76%) ,null ,null ,null ,null ,null ,null ,147 ,155 ,69 ,61 ,31 ,36 ,null ,null ,null ,null ,null ,null ,48% ,52% ,12 ,7 ,3 ,2 ,6 ,2 ,3 ,3 ,5 ,3 ,3 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,6 ,4 ,6 ,3 ,2 ,3 ,205 ,227 ,164 (80%) ,177 (78%) ,null ,null ,null ,null ,null ,null ,28 ,28 ,13 ,18 ,null ,null ,null ,null ,null ,null ,47% ,53% ,4 ,9 ,1 ,4 ,3 ,4 ,0 ,1 ,6 ,6 ,2 ,0 ,2 ,1 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,2 ,7 ,2 ,2 ,2 ,1 ,168 ,180 ,112 (67%) ,131 (73%) ,null ,null ,null ,null ,null ,null ,41 ,33 ,18 ,18 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,11 ,Southampton ,Burnley ,0 ,1 ,62% ,38% ,13 ,5 ,3 ,1 ,6 ,2 ,4 ,2 ,9 ,1 ,2 ,1 ,4 ,4 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,11 ,2 ,2 ,3 ,0 ,3 ,575 ,344 ,466 (81%) ,239 (69%) ,null ,null ,null ,null ,null ,null ,160 ,148 ,45 ,45 ,16 ,23 ,null ,null ,null ,null ,null ,null ,63% ,37% ,6 ,3 ,2 ,0 ,2 ,2 ,2 ,1 ,2 ,1 ,2 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,0 ,0 ,3 ,0 ,2 ,329 ,187 ,273 (83%) ,133 (71%) ,null ,null ,null ,null ,null ,null ,21 ,17 ,8 ,11 ,null ,null ,null ,null ,null ,null ,61% ,39% ,7 ,2 ,1 ,1 ,4 ,0 ,2 ,1 ,7 ,0 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,2 ,2 ,0 ,0 ,1 ,246 ,157 ,193 (78%) ,106 (68%) ,null ,null ,null ,null ,null ,null ,24 ,28 ,8 ,12 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,11 ,Swansea City ,Brighton & Hove Albion ,0 ,1 ,56% ,44% ,12 ,5 ,2 ,2 ,3 ,2 ,7 ,1 ,8 ,7 ,1 ,2 ,13 ,12 ,2 ,1 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,11 ,3 ,1 ,2 ,1 ,2 ,468 ,371 ,379 (81%) ,267 (72%) ,null ,null ,null ,null ,null ,null ,149 ,154 ,61 ,54 ,27 ,23 ,null ,null ,null ,null ,null ,null ,53% ,47% ,3 ,5 ,0 ,2 ,0 ,2 ,3 ,1 ,4 ,6 ,0 ,0 ,1 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,2 ,3 ,1 ,2 ,1 ,0 ,248 ,212 ,211 (85%) ,165 (78%) ,null ,null ,null ,null ,null ,null ,26 ,24 ,13 ,11 ,null ,null ,null ,null ,null ,null ,58% ,42% ,9 ,0 ,2 ,0 ,3 ,0 ,4 ,0 ,4 ,1 ,1 ,2 ,1 ,0 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,9 ,0 ,0 ,0 ,0 ,2 ,220 ,159 ,168 (76%) ,102 (64%) ,null ,null ,null ,null ,null ,null ,35 ,30 ,14 ,12 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,11 ,West Ham United ,Liverpool ,1 ,4 ,48% ,52% ,6 ,15 ,1 ,7 ,5 ,7 ,0 ,1 ,2 ,3 ,5 ,1 ,9 ,13 ,3 ,0 ,null ,null ,null ,null ,null ,null ,1 ,0 ,0 ,3 ,5 ,12 ,1 ,3 ,4 ,0 ,442 ,488 ,335 (76%) ,381 (78%) ,null ,null ,null ,null ,null ,null ,164 ,153 ,48 ,51 ,16 ,14 ,null ,null ,null ,null ,null ,null ,43% ,57% ,2 ,3 ,0 ,3 ,2 ,0 ,0 ,0 ,1 ,2 ,1 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,1 ,0 ,0 ,2 ,1 ,3 ,1 ,0 ,2 ,0 ,218 ,293 ,163 (75%) ,241 (82%) ,null ,null ,null ,null ,null ,null ,23 ,22 ,5 ,6 ,null ,null ,null ,null ,null ,null ,54% ,46% ,4 ,12 ,1 ,4 ,3 ,7 ,0 ,1 ,1 ,1 ,4 ,0 ,2 ,0 ,null ,null ,null ,null ,null ,null ,0 ,0 ,0 ,1 ,4 ,9 ,0 ,3 ,2 ,0 ,224 ,195 ,172 (77%) ,140 (72%) ,null ,null ,null ,null ,null ,null ,25 ,29 ,11 ,8 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,11 ,Tottenham ,Crystal Palace ,1 ,0 ,68% ,32% ,12 ,11 ,2 ,3 ,6 ,5 ,4 ,3 ,10 ,9 ,3 ,4 ,6 ,7 ,0 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,2 ,6 ,7 ,6 ,4 ,3 ,1 ,583 ,268 ,491 (84%) ,185 (69%) ,null ,null ,null ,null ,null ,null ,155 ,144 ,49 ,47 ,16 ,14 ,null ,null ,null ,null ,null ,null ,74% ,26% ,7 ,2 ,1 ,1 ,4 ,0 ,2 ,1 ,2 ,2 ,2 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,2 ,1 ,5 ,1 ,1 ,1 ,319 ,113 ,279 (87%) ,73 (65%) ,null ,null ,null ,null ,null ,null ,25 ,18 ,8 ,5 ,null ,null ,null ,null ,null ,null ,62% ,38% ,5 ,9 ,1 ,2 ,2 ,5 ,2 ,2 ,8 ,7 ,1 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,2 ,4 ,6 ,1 ,3 ,2 ,0 ,264 ,155 ,212 (80%) ,112 (72%) ,null ,null ,null ,null ,null ,null ,24 ,29 ,8 ,9 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,11 ,Manchester City ,Arsenal ,3 ,1 ,58% ,42% ,9 ,6 ,5 ,3 ,2 ,3 ,2 ,0 ,5 ,5 ,3 ,3 ,15 ,15 ,1 ,6 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,1 ,7 ,3 ,2 ,3 ,2 ,3 ,624 ,450 ,544 (87%) ,369 (82%) ,null ,null ,null ,null ,null ,null ,123 ,133 ,54 ,39 ,5 ,5 ,null ,null ,null ,null ,null ,null ,59% ,41% ,4 ,4 ,2 ,1 ,1 ,3 ,1 ,0 ,2 ,4 ,1 ,2 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,1 ,2 ,2 ,2 ,2 ,1 ,2 ,324 ,215 ,280 (86%) ,169 (79%) ,null ,null ,null ,null ,null ,null ,23 ,15 ,4 ,1 ,null ,null ,null ,null ,null ,null ,56% ,44% ,5 ,2 ,3 ,2 ,1 ,0 ,1 ,0 ,3 ,1 ,2 ,1 ,1 ,6 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,5 ,1 ,0 ,1 ,1 ,1 ,300 ,235 ,264 (88%) ,200 (85%) ,null ,null ,null ,null ,null ,null ,31 ,24 ,1 ,4 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,11 ,Chelsea ,Manchester United ,1 ,0 ,54% ,46% ,18 ,10 ,8 ,2 ,6 ,3 ,4 ,5 ,4 ,7 ,null ,null ,16 ,20 ,1 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,12 ,3 ,6 ,7 ,2 ,7 ,471 ,396 ,370 (79%) ,301 (76%) ,null ,null ,null ,null ,null ,null ,150 ,149 ,58 ,52 ,17 ,19 ,null ,null ,null ,null ,null ,null ,56% ,44% ,11 ,4 ,4 ,1 ,4 ,1 ,3 ,2 ,3 ,2 ,null ,null ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,1 ,5 ,3 ,1 ,4 ,244 ,192 ,194 (80%) ,141 (73%) ,null ,null ,null ,null ,null ,null ,25 ,24 ,7 ,7 ,null ,null ,null ,null ,null ,null ,51% ,49% ,7 ,6 ,4 ,1 ,2 ,2 ,1 ,3 ,1 ,5 ,null ,null ,0 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,2 ,1 ,4 ,1 ,3 ,227 ,204 ,176 (78%) ,160 (78%) ,null ,null ,null ,null ,null ,null ,33 ,28 ,10 ,12 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,11 ,Everton ,Watford ,3 ,2 ,37% ,63% ,9 ,11 ,5 ,3 ,2 ,6 ,2 ,2 ,2 ,5 ,5 ,1 ,14 ,12 ,0 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,7 ,7 ,2 ,4 ,1 ,2 ,294 ,472 ,196 (67%) ,356 (75%) ,null ,null ,null ,null ,null ,null ,152 ,185 ,61 ,75 ,25 ,34 ,null ,null ,null ,null ,null ,null ,41% ,59% ,3 ,4 ,1 ,1 ,2 ,2 ,0 ,1 ,0 ,1 ,2 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,1 ,2 ,3 ,1 ,1 ,172 ,238 ,123 (72%) ,181 (76%) ,null ,null ,null ,null ,null ,null ,29 ,38 ,10 ,16 ,null ,null ,null ,null ,null ,null ,33% ,67% ,6 ,7 ,4 ,2 ,0 ,4 ,2 ,1 ,2 ,4 ,3 ,0 ,0 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,6 ,0 ,1 ,0 ,1 ,122 ,234 ,73 (60%) ,175 (75%) ,null ,null ,null ,null ,null ,null ,32 ,37 ,15 ,18 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,12 ,Arsenal ,Tottenham ,2 ,0 ,42% ,58% ,14 ,14 ,5 ,4 ,4 ,8 ,5 ,2 ,7 ,4 ,8 ,1 ,11 ,16 ,4 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,0 ,8 ,10 ,6 ,4 ,4 ,3 ,399 ,549 ,281 (70%) ,436 (79%) ,null ,null ,null ,null ,null ,null ,176 ,166 ,56 ,57 ,16 ,20 ,null ,null ,null ,null ,null ,null ,47% ,53% ,4 ,5 ,2 ,2 ,1 ,3 ,1 ,0 ,4 ,0 ,5 ,1 ,2 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,3 ,4 ,1 ,1 ,2 ,0 ,223 ,247 ,153 (69%) ,187 (76%) ,null ,null ,null ,null ,null ,null ,32 ,26 ,11 ,5 ,null ,null ,null ,null ,null ,null ,36% ,64% ,10 ,9 ,3 ,2 ,3 ,5 ,4 ,2 ,3 ,4 ,3 ,0 ,2 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,0 ,5 ,6 ,5 ,3 ,2 ,3 ,176 ,302 ,128 (73%) ,249 (82%) ,null ,null ,null ,null ,null ,null ,24 ,31 ,5 ,15 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,12 ,Bournemouth ,Huddersfield Town ,4 ,0 ,30% ,70% ,9 ,19 ,5 ,3 ,4 ,10 ,0 ,6 ,8 ,11 ,1 ,0 ,13 ,10 ,5 ,2 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,10 ,3 ,9 ,3 ,1 ,246 ,539 ,147 (60%) ,441 (82%) ,null ,null ,null ,null ,null ,null ,141 ,162 ,45 ,55 ,22 ,12 ,null ,null ,null ,null ,null ,null ,37% ,63% ,7 ,10 ,3 ,2 ,4 ,5 ,0 ,3 ,6 ,5 ,1 ,0 ,4 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,4 ,7 ,3 ,3 ,2 ,1 ,157 ,270 ,99 (63%) ,208 (77%) ,null ,null ,null ,null ,null ,null ,20 ,33 ,13 ,7 ,null ,null ,null ,null ,null ,null ,23% ,77% ,2 ,9 ,2 ,1 ,0 ,5 ,0 ,3 ,2 ,6 ,0 ,0 ,1 ,2 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,3 ,0 ,6 ,1 ,0 ,89 ,269 ,48 (54%) ,233 (87%) ,null ,null ,null ,null ,null ,null ,25 ,22 ,9 ,5 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,12 ,Burnley ,Swansea City ,2 ,0 ,39% ,61% ,17 ,14 ,7 ,1 ,4 ,9 ,6 ,4 ,8 ,6 ,3 ,1 ,12 ,12 ,1 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,12 ,8 ,5 ,6 ,1 ,6 ,296 ,471 ,204 (69%) ,379 (80%) ,null ,null ,null ,null ,null ,null ,143 ,150 ,60 ,58 ,24 ,22 ,null ,null ,null ,null ,null ,null ,41% ,59% ,11 ,4 ,6 ,0 ,3 ,2 ,2 ,2 ,4 ,3 ,1 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,7 ,2 ,4 ,2 ,0 ,5 ,163 ,238 ,116 (71%) ,186 (78%) ,null ,null ,null ,null ,null ,null ,31 ,32 ,11 ,11 ,null ,null ,null ,null ,null ,null ,36% ,64% ,6 ,10 ,1 ,1 ,1 ,7 ,4 ,2 ,4 ,3 ,2 ,0 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,6 ,1 ,4 ,1 ,1 ,133 ,233 ,88 (66%) ,193 (83%) ,null ,null ,null ,null ,null ,null ,29 ,26 ,13 ,11 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,12 ,Crystal Palace ,Everton ,2 ,2 ,68% ,32% ,16 ,8 ,7 ,5 ,5 ,2 ,4 ,1 ,9 ,4 ,1 ,1 ,9 ,26 ,2 ,3 ,null ,null ,4 ,3 ,2 ,1 ,null ,null ,null ,null ,9 ,6 ,7 ,2 ,3 ,5 ,539 ,248 ,439 (81%) ,159 (64%) ,null ,null ,null ,null ,null ,null ,179 ,136 ,66 ,69 ,16 ,17 ,null ,null ,null ,null ,null ,null ,68% ,32% ,5 ,5 ,4 ,3 ,1 ,1 ,0 ,1 ,3 ,2 ,1 ,1 ,1 ,2 ,null ,null ,3 ,2 ,1 ,0 ,null ,null ,null ,null ,4 ,4 ,1 ,1 ,1 ,2 ,283 ,131 ,231 (82%) ,81 (62%) ,null ,null ,null ,null ,null ,null ,23 ,28 ,5 ,5 ,null ,null ,null ,null ,null ,null ,68% ,32% ,11 ,3 ,3 ,2 ,4 ,1 ,4 ,0 ,6 ,2 ,0 ,0 ,1 ,1 ,null ,null ,1 ,1 ,1 ,1 ,null ,null ,null ,null ,5 ,2 ,6 ,1 ,2 ,3 ,256 ,117 ,208 (81%) ,78 (67%) ,null ,null ,null ,null ,null ,null ,43 ,41 ,11 ,12 ,null ,null ,null ,null ,null ,null ,
